image_id,breed,species,split,total_pixels,fg_pixels,boundary_pixels,bg_pixels,fg_percentage,boundary_percentage,bg_percentage,mask_coverage,mask_height,mask_width
yorkshire_terrier_155,yorkshire_terrier,dog,train,67500,14626,43217,9657,21.66814814814815,64.02518518518518,14.306666666666668,0.8569333333333333,225,300
wheaten_terrier_151,wheaten_terrier,dog,train,187500,99172,65273,23055,52.891733333333335,34.812266666666666,12.296,0.87704,500,375
staffordshire_bull_terrier_108,staffordshire_bull_terrier,dog,train,187500,33401,137200,16899,17.813866666666666,73.17333333333333,9.0128,0.909872,375,500
pug_170,pug,dog,train,60300,17542,36833,5925,29.091210613598673,61.08291873963516,9.82587064676617,0.9017412935323383,201,300
saint_bernard_124,saint_bernard,dog,train,187500,46611,112909,27980,24.8592,60.218133333333334,14.922666666666668,0.8507733333333334,375,500
english_cocker_spaniel_100,english_cocker_spaniel,dog,train,187500,44296,129377,13827,23.624533333333332,69.00106666666666,7.3744000000000005,0.926256,375,500
newfoundland_157,newfoundland,dog,train,166500,45226,105733,15541,27.162762762762764,63.503303303303305,9.333933933933935,0.9066606606606606,333,500
staffordshire_bull_terrier_17,staffordshire_bull_terrier,dog,train,170000,23009,130779,16212,13.53470588235294,76.92882352941176,9.536470588235293,0.9046352941176471,340,500
Siamese_108,Siamese,cat,train,189000,38664,134458,15878,20.457142857142856,71.14179894179894,8.4010582010582,0.915989417989418,378,500
american_bulldog_109,american_bulldog,dog,train,167500,16480,135870,15150,9.838805970149252,81.11641791044775,9.044776119402984,0.9095522388059701,500,335
basset_hound_13,basset_hound,dog,train,187500,91666,59618,36216,48.888533333333335,31.796266666666668,19.315199999999997,0.806848,500,375
pomeranian_119,pomeranian,dog,train,67500,19170,42765,5565,28.4,63.355555555555554,8.244444444444445,0.9175555555555556,225,300
keeshond_109,keeshond,dog,train,187500,63638,103787,20075,33.940266666666666,55.35306666666666,10.706666666666667,0.8929333333333334,500,375
Ragdoll_125,Ragdoll,cat,train,187500,86238,77933,23329,45.9936,41.56426666666667,12.442133333333333,0.8755786666666666,500,375
japanese_chin_113,japanese_chin,dog,train,57375,20437,29763,7175,35.62004357298475,51.87450980392156,12.505446623093682,0.8749455337690631,225,255
english_setter_125,english_setter,dog,train,193500,33705,143913,15882,17.41860465116279,74.37364341085271,8.207751937984495,0.917922480620155,387,500
shiba_inu_111,shiba_inu,dog,train,187500,83481,80260,23759,44.5232,42.80533333333334,12.671466666666667,0.8732853333333334,500,375
leonberger_115,leonberger,dog,train,187500,70862,88487,28151,37.79306666666667,47.19306666666667,15.013866666666667,0.8498613333333334,500,375
Birman_135,Birman,cat,train,187500,62439,96328,28733,33.3008,51.37493333333333,15.324266666666666,0.8467573333333334,500,375
British_Shorthair_155,British_Shorthair,cat,train,187500,48553,122488,16459,25.89493333333333,65.32693333333334,8.778133333333333,0.9122186666666666,500,375
British_Shorthair_181,British_Shorthair,cat,train,166500,46920,94770,24810,28.18018018018018,56.91891891891891,14.9009009009009,0.850990990990991,500,333
german_shorthaired_142,german_shorthaired,dog,train,187500,8828,168962,9710,4.708266666666667,90.11306666666667,5.1786666666666665,0.9482133333333334,375,500
scottish_terrier_126,scottish_terrier,dog,train,187500,31269,131638,24593,16.6768,70.20693333333334,13.116266666666668,0.8688373333333334,375,500
chihuahua_102,chihuahua,dog,train,166500,32043,98759,35698,19.245045045045046,59.31471471471471,21.44024024024024,0.7855975975975976,500,333
yorkshire_terrier_100,yorkshire_terrier,dog,train,187500,71971,85871,29658,38.38453333333333,45.797866666666664,15.8176,0.841824,375,500
pug_161,pug,dog,train,84300,23796,50779,9725,28.227758007117437,60.23606168446026,11.536180308422301,0.8846381969157769,281,300
german_shorthaired_153,german_shorthaired,dog,train,166500,24569,124443,17488,14.756156156156155,74.74054054054055,10.503303303303303,0.894966966966967,500,333
american_bulldog_153,american_bulldog,dog,train,192000,117712,58321,15967,61.30833333333333,30.375520833333336,8.316145833333334,0.9168385416666667,384,500
British_Shorthair_121,British_Shorthair,cat,train,187500,24697,150145,12658,13.171733333333332,80.07733333333333,6.750933333333334,0.9324906666666667,500,375
american_pit_bull_terrier_113,american_pit_bull_terrier,dog,train,49200,21245,16534,11421,43.18089430894309,33.60569105691057,23.213414634146343,0.7678658536585365,300,164
yorkshire_terrier_158,yorkshire_terrier,dog,train,67500,23183,33460,10857,34.34518518518519,49.57037037037037,16.084444444444447,0.8391555555555555,225,300
chihuahua_151,chihuahua,dog,train,71700,25234,38868,7598,35.19386331938633,54.20920502092051,10.596931659693167,0.8940306834030683,300,239
Birman_110,Birman,cat,train,187500,75831,88859,22810,40.443200000000004,47.391466666666666,12.165333333333333,0.8783466666666667,375,500
British_Shorthair_105,British_Shorthair,cat,train,166500,90359,58006,18135,54.269669669669675,34.83843843843844,10.891891891891891,0.8910810810810811,333,500
Abyssinian_101,Abyssinian,cat,train,140850,15392,99672,25786,10.927937522186722,70.7646432374867,18.30741924032659,0.8169258075967342,313,450
scottish_terrier_138,scottish_terrier,dog,train,187500,66523,100359,20618,35.47893333333334,53.52479999999999,10.996266666666667,0.8900373333333333,375,500
Bombay_133,Bombay,cat,train,109800,22378,71170,16252,20.380692167577415,64.81785063752277,14.801457194899816,0.8519854280510019,305,360
basset_hound_149,basset_hound,dog,train,103680,23327,72443,7910,22.49903549382716,69.87172067901236,7.629243827160494,0.9237075617283951,360,288
Sphynx_151,Sphynx,cat,train,194000,30781,141772,21447,15.866494845360823,73.07835051546392,11.055154639175257,0.8894484536082474,388,500
english_setter_126,english_setter,dog,train,187500,39516,120232,27752,21.0752,64.12373333333333,14.801066666666667,0.8519893333333334,375,500
Abyssinian_129,Abyssinian,cat,train,166500,28563,121403,16534,17.154954954954952,72.9147147147147,9.930330330330332,0.9006966966966967,500,333
Sphynx_155,Sphynx,cat,train,214500,70899,122987,20614,33.053146853146856,57.33659673659673,9.61025641025641,0.9038974358974359,429,500
japanese_chin_122,japanese_chin,dog,train,187500,29070,144098,14332,15.504000000000001,76.85226666666667,7.643733333333333,0.9235626666666666,375,500
staffordshire_bull_terrier_107,staffordshire_bull_terrier,dog,train,216000,38434,145718,31848,17.79351851851852,67.46203703703704,14.744444444444444,0.8525555555555555,432,500
Egyptian_Mau_160,Egyptian_Mau,cat,train,347040,69809,239292,37939,20.115548639926235,68.95228215767635,10.932169202397418,0.8906783079760259,482,720
Sphynx_169,Sphynx,cat,train,166500,45465,104529,16506,27.306306306306304,62.78018018018018,9.913513513513514,0.9008648648648648,333,500
Birman_107,Birman,cat,train,167000,80124,68721,18155,47.97844311377246,41.15029940119761,10.871257485029941,0.8912874251497006,334,500
american_bulldog_115,american_bulldog,dog,train,166500,22002,126336,18162,13.214414414414414,75.87747747747747,10.908108108108108,0.890918918918919,333,500
Sphynx_116,Sphynx,cat,train,166000,43608,100017,22375,26.269879518072287,60.251204819277106,13.478915662650603,0.865210843373494,500,332
Bombay_154,Bombay,cat,train,163450,28258,110809,24383,17.288467421229733,67.79382074028754,14.917711838482717,0.8508228816151728,467,350
keeshond_120,keeshond,dog,train,166500,75372,74573,16555,45.26846846846847,44.78858858858859,9.942942942942944,0.9005705705705705,333,500
Bombay_128,Bombay,cat,train,522000,77871,371693,72436,14.917816091954023,71.20555555555555,13.876628352490423,0.8612337164750958,870,600
Persian_180,Persian,cat,train,167000,66612,78493,21895,39.8874251497006,47.00179640718563,13.110778443113771,0.8688922155688623,500,334
keeshond_114,keeshond,dog,train,167000,85976,63594,17430,51.482634730538926,38.08023952095808,10.437125748502995,0.89562874251497,334,500
german_shorthaired_125,german_shorthaired,dog,train,187500,21182,155467,10851,11.297066666666666,82.91573333333334,5.7872,0.942128,375,500
basset_hound_16,basset_hound,dog,train,166500,51356,96990,18154,30.844444444444445,58.252252252252255,10.903303303303304,0.890966966966967,500,333
japanese_chin_116,japanese_chin,dog,train,193000,42834,110368,39798,22.193782383419688,57.185492227979275,20.620725388601034,0.7937927461139896,500,386
keeshond_168,keeshond,dog,train,187500,70941,96900,19659,37.8352,51.68000000000001,10.4848,0.895152,375,500
havanese_152,havanese,dog,train,187500,61918,107494,18088,33.022933333333334,57.330133333333336,9.646933333333333,0.9035306666666667,375,500
Siamese_176,Siamese,cat,train,200000,88372,83573,28055,44.186,41.7865,14.027500000000002,0.859725,400,500
Ragdoll_150,Ragdoll,cat,train,68160,29595,30892,7673,43.419894366197184,45.32276995305165,11.257335680751174,0.8874266431924883,213,320
leonberger_126,leonberger,dog,train,199000,69223,104343,25434,34.78542713567839,52.43366834170854,12.780904522613065,0.8721909547738693,398,500
newfoundland_128,newfoundland,dog,train,200000,84565,94874,20561,42.2825,47.437000000000005,10.2805,0.897195,500,400
shiba_inu_120,shiba_inu,dog,train,218500,3879,208528,6093,1.7752860411899312,95.43615560640733,2.7885583524027457,0.9721144164759725,437,500
pomeranian_156,pomeranian,dog,train,67500,23894,36497,7109,35.398518518518514,54.06962962962963,10.531851851851853,0.8946814814814815,225,300
leonberger_10,leonberger,dog,train,166500,23622,104080,38798,14.187387387387387,62.51051051051051,23.3021021021021,0.7669789789789789,333,500
Abyssinian_173,Abyssinian,cat,train,106800,16856,72147,17797,15.782771535580526,67.55337078651685,16.663857677902623,0.8333614232209737,267,400
great_pyrenees_143,great_pyrenees,dog,train,177500,120547,39968,16985,67.91380281690141,22.517183098591552,9.569014084507042,0.9043098591549296,355,500
havanese_111,havanese,dog,train,187500,75125,86196,26179,40.06666666666667,45.9712,13.962133333333332,0.8603786666666666,500,375
boxer_145,boxer,dog,train,167000,9692,148998,8310,5.803592814371258,89.22035928143713,4.976047904191617,0.9502395209580838,500,334
Maine_Coon_129,Maine_Coon,cat,train,166500,67908,76288,22304,40.785585585585586,45.818618618618615,13.395795795795795,0.866042042042042,333,500
shiba_inu_136,shiba_inu,dog,train,187500,17473,148683,21344,9.318933333333334,79.2976,11.383466666666667,0.8861653333333334,375,500
Russian_Blue_117,Russian_Blue,cat,train,187500,12740,163314,11446,6.794666666666667,87.1008,6.104533333333333,0.9389546666666667,375,500
Siamese_146,Siamese,cat,train,187500,50698,117409,19393,27.038933333333333,62.61813333333334,10.342933333333333,0.8965706666666666,375,500
newfoundland_167,newfoundland,dog,train,187500,29321,144615,13564,15.637866666666667,77.128,7.234133333333332,0.9276586666666666,375,500
japanese_chin_125,japanese_chin,dog,train,188500,79987,64286,44227,42.43342175066313,34.10397877984085,23.46259946949602,0.7653740053050397,500,377
Persian_181,Persian,cat,train,188000,36410,133029,18561,19.367021276595743,70.76010638297873,9.87287234042553,0.9012712765957447,376,500
Birman_101,Birman,cat,train,187500,57979,115520,14001,30.922133333333335,61.61066666666667,7.4672,0.925328,375,500
British_Shorthair_156,British_Shorthair,cat,train,166500,54788,96432,15280,32.90570570570571,57.917117117117115,9.177177177177178,0.9082282282282282,333,500
Persian_171,Persian,cat,train,250000,75964,146634,27402,30.3856,58.6536,10.960799999999999,0.890392,500,500
chihuahua_113,chihuahua,dog,train,67500,6246,55545,5709,9.253333333333332,82.28888888888889,8.457777777777778,0.9154222222222222,225,300
american_bulldog_126,american_bulldog,dog,train,176500,53056,86350,37094,30.060056657223793,48.92351274787535,21.01643059490085,0.7898356940509915,500,353
pomeranian_136,pomeranian,dog,train,88205,45959,31106,11140,52.104755966215066,35.26557451391644,12.62966951986849,0.8737033048013151,299,295
Abyssinian_149,Abyssinian,cat,train,187500,45957,119925,21618,24.510399999999997,63.959999999999994,11.5296,0.884704,375,500
shiba_inu_104,shiba_inu,dog,train,166500,70708,78387,17405,42.46726726726727,47.07927927927928,10.453453453453454,0.8954654654654655,333,500
Egyptian_Mau_147,Egyptian_Mau,cat,train,50298,13176,28218,8904,26.195872599308125,56.101634259811526,17.702493140880353,0.8229750685911965,202,249
Bengal_149,Bengal,cat,train,67500,23798,35905,7797,35.2562962962963,53.19259259259259,11.55111111111111,0.8844888888888889,225,300
wheaten_terrier_157,wheaten_terrier,dog,train,187500,57760,114702,15038,30.805333333333333,61.1744,8.020266666666668,0.9197973333333334,375,500
yorkshire_terrier_157,yorkshire_terrier,dog,train,72600,10645,55966,5989,14.662534435261708,77.08815426997245,8.24931129476584,0.9175068870523416,242,300
basset_hound_155,basset_hound,dog,train,166500,49077,101394,16029,29.475675675675678,60.89729729729729,9.627027027027028,0.9037297297297298,333,500
pug_121,pug,dog,train,66600,29937,30054,6609,44.950450450450454,45.126126126126124,9.923423423423424,0.9007657657657657,222,300
yorkshire_terrier_154,yorkshire_terrier,dog,train,67800,20557,41259,5984,30.320058997050147,60.85398230088496,8.825958702064897,0.911740412979351,226,300
miniature_pinscher_125,miniature_pinscher,dog,train,67500,4416,61034,2050,6.542222222222223,90.42074074074074,3.037037037037037,0.9696296296296296,225,300
Sphynx_103,Sphynx,cat,train,167000,40187,109223,17590,24.064071856287423,65.40299401197605,10.532934131736527,0.8946706586826347,334,500
shiba_inu_16,shiba_inu,dog,train,166500,81853,64194,20453,49.160960960960956,38.55495495495496,12.284084084084084,0.8771591591591592,500,333
japanese_chin_166,japanese_chin,dog,train,187500,94814,73439,19247,50.567466666666675,39.16746666666667,10.265066666666666,0.8973493333333333,375,500
Sphynx_187,Sphynx,cat,train,166500,49398,79891,37211,29.66846846846847,47.98258258258258,22.348948948948948,0.7765105105105106,500,333
english_setter_127,english_setter,dog,train,165500,62783,84691,18026,37.935347432024166,51.17280966767371,10.891842900302114,0.8910815709969788,331,500
pug_129,pug,dog,train,67500,20363,38148,8989,30.16740740740741,56.51555555555555,13.31703703703704,0.8668296296296296,225,300
Maine_Coon_174,Maine_Coon,cat,train,187500,46967,116442,24091,25.049066666666665,62.1024,12.848533333333334,0.8715146666666667,500,375
Russian_Blue_16,Russian_Blue,cat,train,187000,68974,94513,23513,36.884491978609624,50.54171122994653,12.57379679144385,0.8742620320855615,374,500
american_bulldog_123,american_bulldog,dog,train,166000,7440,147855,10705,4.481927710843373,89.06927710843374,6.448795180722891,0.9355120481927711,500,332
pomeranian_124,pomeranian,dog,train,67500,22749,38621,6130,33.702222222222225,57.2162962962963,9.081481481481482,0.9091851851851852,225,300
staffordshire_bull_terrier_143,staffordshire_bull_terrier,dog,train,187500,84014,85279,18207,44.80746666666667,45.48213333333334,9.7104,0.902896,375,500
Bengal_107,Bengal,cat,train,167500,33009,118866,15625,19.70686567164179,70.96477611940298,9.328358208955224,0.9067164179104478,335,500
beagle_111,beagle,dog,train,166500,52087,100057,14356,31.283483483483483,60.09429429429429,8.622222222222224,0.9137777777777778,333,500
chihuahua_155,chihuahua,dog,train,67500,8781,50521,8198,13.008888888888889,74.84592592592593,12.145185185185186,0.8785481481481482,300,225
english_setter_149,english_setter,dog,train,187500,30375,138833,18292,16.2,74.04426666666667,9.755733333333334,0.9024426666666666,375,500
Russian_Blue_139,Russian_Blue,cat,train,166500,137054,15658,13788,82.31471471471471,9.404204204204204,8.28108108108108,0.9171891891891892,333,500
Russian_Blue_165,Russian_Blue,cat,train,187500,48196,116277,23027,25.704533333333334,62.0144,12.281066666666666,0.8771893333333334,375,500
Bombay_115,Bombay,cat,train,256800,153045,66877,36878,59.59696261682244,26.042445482866043,14.360591900311526,0.8563940809968847,428,600
Ragdoll_162,Ragdoll,cat,train,187500,13037,157501,16962,6.953066666666667,84.00053333333334,9.0464,0.909536,375,500
miniature_pinscher_142,miniature_pinscher,dog,train,67500,15781,42769,8950,23.379259259259257,63.36148148148148,13.25925925925926,0.8674074074074074,300,225
British_Shorthair_139,British_Shorthair,cat,train,222000,120381,67777,33842,54.225675675675674,30.530180180180178,15.244144144144144,0.8475585585585586,444,500
yorkshire_terrier_148,yorkshire_terrier,dog,train,67500,9721,50461,7318,14.401481481481483,74.75703703703704,10.84148148148148,0.8915851851851851,225,300
Maine_Coon_127,Maine_Coon,cat,train,167000,35767,114207,17026,21.41736526946108,68.3874251497006,10.195209580838323,0.8980479041916167,334,500
shiba_inu_147,shiba_inu,dog,train,187500,66876,90850,29774,35.6672,48.45333333333333,15.879466666666668,0.8412053333333334,500,375
Sphynx_175,Sphynx,cat,train,187500,29385,139276,18839,15.672,74.28053333333334,10.047466666666667,0.8995253333333333,500,375
yorkshire_terrier_10,yorkshire_terrier,dog,train,166500,61303,75773,29424,36.81861861861862,45.50930930930931,17.672072072072073,0.8232792792792792,500,333
Bengal_171,Bengal,cat,train,67500,25817,33652,8031,38.24740740740741,49.854814814814816,11.897777777777778,0.8810222222222223,225,300
havanese_100,havanese,dog,train,229500,31103,177379,21018,13.552505446623094,77.28932461873639,9.158169934640522,0.9084183006535947,459,500
Bombay_120,Bombay,cat,train,18760,7658,7909,3193,40.820895522388064,42.1588486140725,17.020255863539447,0.8297974413646055,134,140
Egyptian_Mau_130,Egyptian_Mau,cat,train,187000,33273,130489,23238,17.793048128342246,69.78021390374332,12.42673796791444,0.8757326203208556,374,500
Birman_105,Birman,cat,train,166500,38863,114115,13522,23.341141141141144,68.53753753753755,8.121321321321322,0.9187867867867868,333,500
British_Shorthair_129,British_Shorthair,cat,train,187500,21931,152364,13205,11.696533333333333,81.2608,7.042666666666666,0.9295733333333334,500,375
keeshond_117,keeshond,dog,train,187500,45834,122739,18927,24.4448,65.46079999999999,10.0944,0.899056,375,500
pomeranian_102,pomeranian,dog,train,187500,46982,124460,16058,25.057066666666667,66.37866666666666,8.564266666666667,0.9143573333333334,375,500
great_pyrenees_13,great_pyrenees,dog,train,172800,36592,119459,16749,21.175925925925927,69.13136574074073,9.692708333333332,0.9030729166666667,360,480
beagle_119,beagle,dog,train,228000,18181,192492,17327,7.974122807017543,84.42631578947368,7.599561403508772,0.9240043859649123,500,456
beagle_148,beagle,dog,train,166500,76416,71465,18619,45.895495495495496,42.92192192192192,11.182582582582583,0.8881741741741742,333,500
wheaten_terrier_136,wheaten_terrier,dog,train,187500,28271,144662,14567,15.077866666666667,77.15306666666667,7.769066666666667,0.9223093333333333,375,500
pomeranian_166,pomeranian,dog,train,56700,36166,12271,8263,63.78483245149912,21.641975308641975,14.573192239858907,0.8542680776014109,300,189
pomeranian_127,pomeranian,dog,train,67500,12763,49213,5524,18.90814814814815,72.90814814814814,8.183703703703705,0.918162962962963,300,225
pug_122,pug,dog,train,88800,57810,19104,11886,65.10135135135135,21.513513513513512,13.385135135135135,0.8661486486486486,296,300
boxer_148,boxer,dog,train,166500,31523,114754,20223,18.93273273273273,68.92132132132132,12.145945945945947,0.8785405405405405,333,500
pug_119,pug,dog,train,187500,19354,146148,21998,10.322133333333333,77.9456,11.732266666666668,0.8826773333333333,500,375
german_shorthaired_170,german_shorthaired,dog,train,185500,36217,135541,13742,19.52398921832884,73.06792452830189,7.408086253369273,0.9259191374663073,371,500
wheaten_terrier_161,wheaten_terrier,dog,train,187500,60146,112946,14408,32.077866666666665,60.23786666666666,7.684266666666667,0.9231573333333334,375,500
great_pyrenees_160,great_pyrenees,dog,train,192000,51099,123114,17787,26.614062500000003,64.12187499999999,9.2640625,0.907359375,384,500
Sphynx_15,Sphynx,cat,train,174500,61886,98456,14158,35.4647564469914,56.421776504297995,8.113467048710602,0.918865329512894,349,500
newfoundland_110,newfoundland,dog,train,187500,66645,97056,23799,35.544,51.7632,12.692800000000002,0.873072,375,500
shiba_inu_133,shiba_inu,dog,train,187500,20556,149925,17019,10.963199999999999,79.96,9.0768,0.909232,375,500
samoyed_151,samoyed,dog,train,167500,50776,102006,14718,30.314029850746273,60.89910447761194,8.786865671641792,0.9121313432835821,335,500
keeshond_104,keeshond,dog,train,213000,57617,137395,17988,27.050234741784035,64.50469483568075,8.445070422535212,0.9155492957746479,426,500
Persian_101,Persian,cat,train,188500,69854,86249,32397,37.057824933687,45.755437665782495,17.186737400530504,0.828132625994695,500,377
beagle_17,beagle,dog,train,166500,15077,135784,15639,9.055255255255256,81.55195195195195,9.392792792792793,0.9060720720720721,500,333
Sphynx_184,Sphynx,cat,train,179000,27597,138207,13196,15.41731843575419,77.21061452513966,7.372067039106145,0.9262793296089386,500,358
boxer_157,boxer,dog,train,166500,64774,80917,20809,38.9033033033033,48.598798798798796,12.497897897897898,0.875021021021021,500,333
Siamese_127,Siamese,cat,train,167000,43543,100292,23165,26.07365269461078,60.055089820359285,13.87125748502994,0.8612874251497006,334,500
samoyed_108,samoyed,dog,train,166500,49944,87417,29139,29.996396396396396,52.502702702702706,17.500900900900902,0.8249909909909909,500,333
keeshond_133,keeshond,dog,train,187500,25944,144108,17448,13.836799999999998,76.8576,9.3056,0.906944,500,375
Sphynx_132,Sphynx,cat,train,187500,88956,79356,19188,47.443200000000004,42.3232,10.2336,0.897664,375,500
Abyssinian_132,Abyssinian,cat,train,166500,8718,149922,7860,5.236036036036036,90.04324324324324,4.7207207207207205,0.9527927927927928,333,500
newfoundland_141,newfoundland,dog,train,167500,52433,103113,11954,31.303283582089552,61.56,7.136716417910447,0.9286328358208955,335,500
english_setter_113,english_setter,dog,train,167500,59625,83184,24691,35.59701492537313,49.66208955223881,14.740895522388058,0.8525910447761194,335,500
staffordshire_bull_terrier_131,staffordshire_bull_terrier,dog,train,237000,77027,134128,25845,32.50084388185654,56.59409282700422,10.905063291139241,0.8909493670886076,500,474
american_pit_bull_terrier_128,american_pit_bull_terrier,dog,train,60600,11002,42742,6856,18.155115511551156,70.53135313531354,11.313531353135312,0.8868646864686469,300,202
staffordshire_bull_terrier_177,staffordshire_bull_terrier,dog,train,187500,19907,153817,13776,10.617066666666666,82.03573333333334,7.3472,0.926528,375,500
basset_hound_119,basset_hound,dog,train,187500,71265,91410,24825,38.007999999999996,48.752,13.239999999999998,0.8676,375,500
shiba_inu_134,shiba_inu,dog,train,167000,39273,105122,22605,23.51676646706587,62.947305389221555,13.535928143712574,0.8646407185628743,500,334
British_Shorthair_161,British_Shorthair,cat,train,166500,84464,57409,24627,50.72912912912913,34.47987987987988,14.79099099099099,0.8520900900900901,500,333
Persian_140,Persian,cat,train,179000,106797,50951,21252,59.66312849162011,28.464245810055864,11.872625698324022,0.8812737430167598,500,358
Sphynx_125,Sphynx,cat,train,166500,108802,36909,20789,65.34654654654655,22.167567567567566,12.485885885885887,0.8751411411411412,500,333
japanese_chin_130,japanese_chin,dog,train,189500,106891,63705,18904,56.406860158311346,33.61741424802111,9.975725593667546,0.9002427440633245,500,379
wheaten_terrier_163,wheaten_terrier,dog,train,187500,30418,143563,13519,16.222933333333334,76.56693333333334,7.210133333333333,0.9278986666666666,500,375
chihuahua_105,chihuahua,dog,train,61500,16371,36038,9091,26.619512195121953,58.59837398373984,14.782113821138212,0.8521788617886179,300,205
great_pyrenees_159,great_pyrenees,dog,train,239500,76552,142678,20270,31.963256784968685,59.57327766179541,8.463465553235908,0.915365344467641,479,500
British_Shorthair_10,British_Shorthair,cat,train,81550,26302,40923,14325,32.25260576333538,50.18148375229921,17.56591048436542,0.8243408951563458,350,233
basset_hound_144,basset_hound,dog,train,166500,17450,142190,6860,10.48048048048048,85.3993993993994,4.12012012012012,0.9587987987987988,333,500
great_pyrenees_106,great_pyrenees,dog,train,195500,21599,138732,35169,11.048081841432225,70.96265984654731,17.98925831202046,0.8201074168797954,500,391
american_pit_bull_terrier_105,american_pit_bull_terrier,dog,train,166500,34053,109332,23115,20.45225225225225,65.66486486486487,13.882882882882882,0.8611711711711711,500,333
Persian_118,Persian,cat,train,228000,94430,104547,29023,41.41666666666667,45.85394736842105,12.729385964912282,0.8727061403508772,456,500
Ragdoll_152,Ragdoll,cat,train,187500,39971,124814,22715,21.317866666666667,66.56746666666666,12.114666666666666,0.8788533333333334,375,500
pug_15,pug,dog,train,250000,110431,96613,42956,44.1724,38.6452,17.1824,0.828176,500,500
Bombay_119,Bombay,cat,train,187500,98238,67343,21919,52.39359999999999,35.916266666666665,11.690133333333334,0.8830986666666667,500,375
shiba_inu_124,shiba_inu,dog,train,187500,14165,153897,19438,7.554666666666667,82.0784,10.366933333333334,0.8963306666666667,500,375
yorkshire_terrier_120,yorkshire_terrier,dog,train,26600,6177,14725,5698,23.221804511278197,55.35714285714286,21.421052631578945,0.7857894736842105,200,133
american_pit_bull_terrier_13,american_pit_bull_terrier,dog,train,187500,43981,119702,23817,23.456533333333333,63.84106666666667,12.702399999999999,0.872976,500,375
shiba_inu_152,shiba_inu,dog,train,167500,34514,108487,24499,20.60537313432836,64.76835820895522,14.626268656716418,0.8537373134328359,500,335
keeshond_170,keeshond,dog,train,213000,57292,141195,14513,26.897652582159626,66.2887323943662,6.813615023474179,0.9318638497652583,426,500
boxer_144,boxer,dog,train,187500,34793,137263,15444,18.556266666666666,73.20693333333334,8.236799999999999,0.917632,375,500
japanese_chin_13,japanese_chin,dog,train,218000,122295,49668,46037,56.098623853211,22.78348623853211,21.11788990825688,0.7888211009174312,500,436
boxer_150,boxer,dog,train,187500,10515,166434,10551,5.608,88.7648,5.6272,0.943728,375,500
chihuahua_137,chihuahua,dog,train,61500,25598,25956,9946,41.62276422764228,42.204878048780486,16.172357723577235,0.8382764227642276,300,205
British_Shorthair_182,British_Shorthair,cat,train,213500,66702,109860,36938,31.24215456674473,51.45667447306792,17.301170960187353,0.8269882903981265,500,427
Sphynx_183,Sphynx,cat,train,187500,33584,127835,26081,17.911466666666666,68.17866666666667,13.909866666666668,0.8609013333333333,500,375
yorkshire_terrier_102,yorkshire_terrier,dog,train,192500,49297,103667,39536,25.60883116883117,53.85298701298701,20.53818181818182,0.7946181818181818,500,385
British_Shorthair_128,British_Shorthair,cat,train,166000,50267,94158,21575,30.28132530120482,56.721686746987956,12.99698795180723,0.8700301204819277,500,332
beagle_104,beagle,dog,train,166500,44064,104108,18328,26.46486486486486,62.52732732732733,11.007807807807808,0.8899219219219219,333,500
english_setter_14,english_setter,dog,train,163000,25677,113938,23385,15.75276073619632,69.90061349693252,14.346625766871165,0.8565337423312883,326,500
havanese_129,havanese,dog,train,187500,54974,112193,20333,29.319466666666667,59.836266666666674,10.844266666666668,0.8915573333333333,500,375
wheaten_terrier_158,wheaten_terrier,dog,train,187500,102658,66429,18413,54.75093333333333,35.4288,9.820266666666665,0.9017973333333333,375,500
scottish_terrier_106,scottish_terrier,dog,train,146744,49138,76441,21165,33.48552581366189,52.091397263261186,14.423076923076922,0.8557692307692307,442,332
Birman_124,Birman,cat,train,166500,67041,85297,14162,40.26486486486486,51.22942942942943,8.505705705705706,0.914942942942943,333,500
Siamese_185,Siamese,cat,train,165500,12743,143302,9455,7.699697885196374,86.58731117824775,5.712990936555891,0.942870090634441,500,331
beagle_131,beagle,dog,train,187500,55357,115287,16856,29.523733333333336,61.486399999999996,8.989866666666666,0.9101013333333333,375,500
saint_bernard_162,saint_bernard,dog,train,187500,59335,100603,27562,31.64533333333333,53.65493333333333,14.699733333333334,0.8530026666666667,500,375
american_pit_bull_terrier_110,american_pit_bull_terrier,dog,train,78900,13870,55874,9156,17.579214195183777,70.81622306717364,11.604562737642587,0.8839543726235741,300,263
boxer_160,boxer,dog,train,193454,46103,131574,15777,23.831505164018317,68.01306770601798,8.155427129963712,0.9184457287003629,491,394
american_pit_bull_terrier_146,american_pit_bull_terrier,dog,train,73800,8489,59035,6276,11.502710027100271,79.99322493224932,8.504065040650406,0.9149593495934959,300,246
Egyptian_Mau_146,Egyptian_Mau,cat,train,294912,70500,170210,54202,23.905436197916664,57.71552191840278,18.379041883680554,0.8162095811631944,576,512
american_bulldog_141,american_bulldog,dog,train,166500,76947,67598,21955,46.214414414414414,40.5993993993994,13.186186186186186,0.8681381381381381,500,333
shiba_inu_171,shiba_inu,dog,train,187500,94993,71236,21271,50.662933333333335,37.992533333333334,11.344533333333333,0.8865546666666667,500,375
english_setter_10,english_setter,dog,train,187500,61679,96205,29616,32.895466666666664,51.30933333333333,15.795200000000001,0.842048,500,375
