image_name,breed,species,class_id,species_id,breed_id,split,image_path,bbox_path,trimap_path,has_bbox,has_trimap
Ragdoll_128,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_128.jpg,annotations/xmls/Ragdoll_128.xml,annotations/trimaps/Ragdoll_128.png,True,True
great_pyrenees_12,great_pyrenees,dog,16,2,16,train,images/dog/great_pyrenees_12.jpg,annotations/xmls/great_pyrenees_12.xml,annotations/trimaps/great_pyrenees_12.png,True,True
Siamese_111,Siamese,cat,33,1,33,train,images/cat/Siamese_111.jpg,annotations/xmls/Siamese_111.xml,annotations/trimaps/Siamese_111.png,True,True
basset_hound_116,basset_hound,dog,4,2,4,train,images/dog/basset_hound_116.jpg,annotations/xmls/basset_hound_116.xml,annotations/trimaps/basset_hound_116.png,True,True
pug_154,pug,dog,26,2,26,train,images/dog/pug_154.jpg,annotations/xmls/pug_154.xml,annotations/trimaps/pug_154.png,True,True
english_cocker_spaniel_158,english_cocker_spaniel,dog,13,2,13,train,images/dog/english_cocker_spaniel_158.jpg,annotations/xmls/english_cocker_spaniel_158.xml,annotations/trimaps/english_cocker_spaniel_158.png,True,True
saint_bernard_132,saint_bernard,dog,29,2,29,train,images/dog/saint_bernard_132.jpg,annotations/xmls/saint_bernard_132.xml,annotations/trimaps/saint_bernard_132.png,True,True
havanese_162,havanese,dog,17,2,17,train,images/dog/havanese_162.jpg,annotations/xmls/havanese_162.xml,annotations/trimaps/havanese_162.png,True,True
pomeranian_17,pomeranian,dog,25,2,25,train,images/dog/pomeranian_17.jpg,annotations/xmls/pomeranian_17.xml,annotations/trimaps/pomeranian_17.png,True,True
Maine_Coon_14,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_14.jpg,annotations/xmls/Maine_Coon_14.xml,annotations/trimaps/Maine_Coon_14.png,True,True
japanese_chin_111,japanese_chin,dog,18,2,18,train,images/dog/japanese_chin_111.jpg,annotations/xmls/japanese_chin_111.xml,annotations/trimaps/japanese_chin_111.png,True,True
British_Shorthair_18,British_Shorthair,cat,10,1,10,train,images/cat/British_Shorthair_18.jpg,annotations/xmls/British_Shorthair_18.xml,annotations/trimaps/British_Shorthair_18.png,True,True
British_Shorthair_17,British_Shorthair,cat,10,1,10,train,images/cat/British_Shorthair_17.jpg,annotations/xmls/British_Shorthair_17.xml,annotations/trimaps/British_Shorthair_17.png,True,True
Maine_Coon_184,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_184.jpg,annotations/xmls/Maine_Coon_184.xml,annotations/trimaps/Maine_Coon_184.png,True,True
Persian_152,Persian,cat,24,1,24,train,images/cat/Persian_152.jpg,annotations/xmls/Persian_152.xml,annotations/trimaps/Persian_152.png,True,True
pomeranian_160,pomeranian,dog,25,2,25,train,images/dog/pomeranian_160.jpg,annotations/xmls/pomeranian_160.xml,annotations/trimaps/pomeranian_160.png,True,True
Sphynx_144,Sphynx,cat,34,1,34,train,images/cat/Sphynx_144.jpg,annotations/xmls/Sphynx_144.xml,annotations/trimaps/Sphynx_144.png,True,True
leonberger_117,leonberger,dog,20,2,20,train,images/dog/leonberger_117.jpg,annotations/xmls/leonberger_117.xml,annotations/trimaps/leonberger_117.png,True,True
samoyed_161,samoyed,dog,30,2,30,train,images/dog/samoyed_161.jpg,annotations/xmls/samoyed_161.xml,annotations/trimaps/samoyed_161.png,True,True
american_bulldog_108,american_bulldog,dog,2,2,2,train,images/dog/american_bulldog_108.jpg,annotations/xmls/american_bulldog_108.xml,annotations/trimaps/american_bulldog_108.png,True,True
chihuahua_140,chihuahua,dog,11,2,11,train,images/dog/chihuahua_140.jpg,annotations/xmls/chihuahua_140.xml,annotations/trimaps/chihuahua_140.png,True,True
Maine_Coon_100,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_100.jpg,annotations/xmls/Maine_Coon_100.xml,annotations/trimaps/Maine_Coon_100.png,True,True
newfoundland_106,newfoundland,dog,23,2,23,train,images/dog/newfoundland_106.jpg,annotations/xmls/newfoundland_106.xml,annotations/trimaps/newfoundland_106.png,True,True
Bengal_170,Bengal,cat,6,1,6,train,images/cat/Bengal_170.jpg,annotations/xmls/Bengal_170.xml,annotations/trimaps/Bengal_170.png,True,True
Russian_Blue_130,Russian_Blue,cat,28,1,28,train,images/cat/Russian_Blue_130.jpg,annotations/xmls/Russian_Blue_130.xml,annotations/trimaps/Russian_Blue_130.png,True,True
german_shorthaired_159,german_shorthaired,dog,15,2,15,train,images/dog/german_shorthaired_159.jpg,annotations/xmls/german_shorthaired_159.xml,annotations/trimaps/german_shorthaired_159.png,True,True
shiba_inu_110,shiba_inu,dog,32,2,32,train,images/dog/shiba_inu_110.jpg,annotations/xmls/shiba_inu_110.xml,annotations/trimaps/shiba_inu_110.png,True,True
keeshond_101,keeshond,dog,19,2,19,train,images/dog/keeshond_101.jpg,annotations/xmls/keeshond_101.xml,annotations/trimaps/keeshond_101.png,True,True
Sphynx_180,Sphynx,cat,34,1,34,train,images/cat/Sphynx_180.jpg,annotations/xmls/Sphynx_180.xml,annotations/trimaps/Sphynx_180.png,True,True
Russian_Blue_177,Russian_Blue,cat,28,1,28,train,images/cat/Russian_Blue_177.jpg,annotations/xmls/Russian_Blue_177.xml,annotations/trimaps/Russian_Blue_177.png,True,True
boxer_120,boxer,dog,9,2,9,train,images/dog/boxer_120.jpg,annotations/xmls/boxer_120.xml,annotations/trimaps/boxer_120.png,True,True
pomeranian_164,pomeranian,dog,25,2,25,train,images/dog/pomeranian_164.jpg,annotations/xmls/pomeranian_164.xml,annotations/trimaps/pomeranian_164.png,True,True
shiba_inu_127,shiba_inu,dog,32,2,32,train,images/dog/shiba_inu_127.jpg,annotations/xmls/shiba_inu_127.xml,annotations/trimaps/shiba_inu_127.png,True,True
British_Shorthair_162,British_Shorthair,cat,10,1,10,train,images/cat/British_Shorthair_162.jpg,annotations/xmls/British_Shorthair_162.xml,annotations/trimaps/British_Shorthair_162.png,True,True
samoyed_149,samoyed,dog,30,2,30,train,images/dog/samoyed_149.jpg,annotations/xmls/samoyed_149.xml,annotations/trimaps/samoyed_149.png,True,True
leonberger_150,leonberger,dog,20,2,20,train,images/dog/leonberger_150.jpg,annotations/xmls/leonberger_150.xml,annotations/trimaps/leonberger_150.png,True,True
german_shorthaired_121,german_shorthaired,dog,15,2,15,train,images/dog/german_shorthaired_121.jpg,annotations/xmls/german_shorthaired_121.xml,annotations/trimaps/german_shorthaired_121.png,True,True
boxer_14,boxer,dog,9,2,9,train,images/dog/boxer_14.jpg,annotations/xmls/boxer_14.xml,annotations/trimaps/boxer_14.png,True,True
boxer_163,boxer,dog,9,2,9,train,images/dog/boxer_163.jpg,annotations/xmls/boxer_163.xml,annotations/trimaps/boxer_163.png,True,True
english_cocker_spaniel_137,english_cocker_spaniel,dog,13,2,13,train,images/dog/english_cocker_spaniel_137.jpg,annotations/xmls/english_cocker_spaniel_137.xml,annotations/trimaps/english_cocker_spaniel_137.png,True,True
samoyed_165,samoyed,dog,30,2,30,train,images/dog/samoyed_165.jpg,annotations/xmls/samoyed_165.xml,annotations/trimaps/samoyed_165.png,True,True
yorkshire_terrier_167,yorkshire_terrier,dog,37,2,37,train,images/dog/yorkshire_terrier_167.jpg,annotations/xmls/yorkshire_terrier_167.xml,annotations/trimaps/yorkshire_terrier_167.png,True,True
basset_hound_158,basset_hound,dog,4,2,4,train,images/dog/basset_hound_158.jpg,annotations/xmls/basset_hound_158.xml,annotations/trimaps/basset_hound_158.png,True,True
newfoundland_123,newfoundland,dog,23,2,23,train,images/dog/newfoundland_123.jpg,annotations/xmls/newfoundland_123.xml,annotations/trimaps/newfoundland_123.png,True,True
scottish_terrier_12,scottish_terrier,dog,31,2,31,train,images/dog/scottish_terrier_12.jpg,annotations/xmls/scottish_terrier_12.xml,annotations/trimaps/scottish_terrier_12.png,True,True
japanese_chin_104,japanese_chin,dog,18,2,18,train,images/dog/japanese_chin_104.jpg,annotations/xmls/japanese_chin_104.xml,annotations/trimaps/japanese_chin_104.png,True,True
great_pyrenees_100,great_pyrenees,dog,16,2,16,train,images/dog/great_pyrenees_100.jpg,annotations/xmls/great_pyrenees_100.xml,annotations/trimaps/great_pyrenees_100.png,True,True
wheaten_terrier_103,wheaten_terrier,dog,36,2,36,train,images/dog/wheaten_terrier_103.jpg,annotations/xmls/wheaten_terrier_103.xml,annotations/trimaps/wheaten_terrier_103.png,True,True
miniature_pinscher_144,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_144.jpg,annotations/xmls/miniature_pinscher_144.xml,annotations/trimaps/miniature_pinscher_144.png,True,True
Ragdoll_175,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_175.jpg,annotations/xmls/Ragdoll_175.xml,annotations/trimaps/Ragdoll_175.png,True,True
staffordshire_bull_terrier_154,staffordshire_bull_terrier,dog,35,2,35,train,images/dog/staffordshire_bull_terrier_154.jpg,annotations/xmls/staffordshire_bull_terrier_154.xml,annotations/trimaps/staffordshire_bull_terrier_154.png,True,True
Bombay_117,Bombay,cat,8,1,8,train,images/cat/Bombay_117.jpg,annotations/xmls/Bombay_117.xml,annotations/trimaps/Bombay_117.png,True,True
Abyssinian_103,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_103.jpg,annotations/xmls/Abyssinian_103.xml,annotations/trimaps/Abyssinian_103.png,True,True
miniature_pinscher_112,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_112.jpg,annotations/xmls/miniature_pinscher_112.xml,annotations/trimaps/miniature_pinscher_112.png,True,True
Birman_160,Birman,cat,7,1,7,train,images/cat/Birman_160.jpg,annotations/xmls/Birman_160.xml,annotations/trimaps/Birman_160.png,True,True
english_setter_111,english_setter,dog,14,2,14,train,images/dog/english_setter_111.jpg,annotations/xmls/english_setter_111.xml,annotations/trimaps/english_setter_111.png,True,True
samoyed_106,samoyed,dog,30,2,30,train,images/dog/samoyed_106.jpg,annotations/xmls/samoyed_106.xml,annotations/trimaps/samoyed_106.png,True,True
pomeranian_11,pomeranian,dog,25,2,25,train,images/dog/pomeranian_11.jpg,annotations/xmls/pomeranian_11.xml,annotations/trimaps/pomeranian_11.png,True,True
boxer_154,boxer,dog,9,2,9,train,images/dog/boxer_154.jpg,annotations/xmls/boxer_154.xml,annotations/trimaps/boxer_154.png,True,True
chihuahua_148,chihuahua,dog,11,2,11,train,images/dog/chihuahua_148.jpg,annotations/xmls/chihuahua_148.xml,annotations/trimaps/chihuahua_148.png,True,True
newfoundland_102,newfoundland,dog,23,2,23,train,images/dog/newfoundland_102.jpg,annotations/xmls/newfoundland_102.xml,annotations/trimaps/newfoundland_102.png,True,True
Maine_Coon_135,Maine_Coon,cat,21,1,21,train,images/cat/Maine_Coon_135.jpg,annotations/xmls/Maine_Coon_135.xml,annotations/trimaps/Maine_Coon_135.png,True,True
pug_146,pug,dog,26,2,26,train,images/dog/pug_146.jpg,annotations/xmls/pug_146.xml,annotations/trimaps/pug_146.png,True,True
Bombay_103,Bombay,cat,8,1,8,train,images/cat/Bombay_103.jpg,annotations/xmls/Bombay_103.xml,annotations/trimaps/Bombay_103.png,True,True
american_bulldog_164,american_bulldog,dog,2,2,2,train,images/dog/american_bulldog_164.jpg,annotations/xmls/american_bulldog_164.xml,annotations/trimaps/american_bulldog_164.png,True,True
Ragdoll_113,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_113.jpg,annotations/xmls/Ragdoll_113.xml,annotations/trimaps/Ragdoll_113.png,True,True
basset_hound_135,basset_hound,dog,4,2,4,train,images/dog/basset_hound_135.jpg,annotations/xmls/basset_hound_135.xml,annotations/trimaps/basset_hound_135.png,True,True
newfoundland_149,newfoundland,dog,23,2,23,train,images/dog/newfoundland_149.jpg,annotations/xmls/newfoundland_149.xml,annotations/trimaps/newfoundland_149.png,True,True
leonberger_12,leonberger,dog,20,2,20,train,images/dog/leonberger_12.jpg,annotations/xmls/leonberger_12.xml,annotations/trimaps/leonberger_12.png,True,True
english_setter_112,english_setter,dog,14,2,14,train,images/dog/english_setter_112.jpg,annotations/xmls/english_setter_112.xml,annotations/trimaps/english_setter_112.png,True,True
great_pyrenees_137,great_pyrenees,dog,16,2,16,train,images/dog/great_pyrenees_137.jpg,annotations/xmls/great_pyrenees_137.xml,annotations/trimaps/great_pyrenees_137.png,True,True
Persian_170,Persian,cat,24,1,24,train,images/cat/Persian_170.jpg,annotations/xmls/Persian_170.xml,annotations/trimaps/Persian_170.png,True,True
beagle_167,beagle,dog,5,2,5,train,images/dog/beagle_167.jpg,annotations/xmls/beagle_167.xml,annotations/trimaps/beagle_167.png,True,True
scottish_terrier_150,scottish_terrier,dog,31,2,31,train,images/dog/scottish_terrier_150.jpg,annotations/xmls/scottish_terrier_150.xml,annotations/trimaps/scottish_terrier_150.png,True,True
basset_hound_150,basset_hound,dog,4,2,4,train,images/dog/basset_hound_150.jpg,annotations/xmls/basset_hound_150.xml,annotations/trimaps/basset_hound_150.png,True,True
samoyed_115,samoyed,dog,30,2,30,train,images/dog/samoyed_115.jpg,annotations/xmls/samoyed_115.xml,annotations/trimaps/samoyed_115.png,True,True
Egyptian_Mau_16,Egyptian_Mau,cat,12,1,12,train,images/cat/Egyptian_Mau_16.jpg,annotations/xmls/Egyptian_Mau_16.xml,annotations/trimaps/Egyptian_Mau_16.png,True,True
Birman_117,Birman,cat,7,1,7,train,images/cat/Birman_117.jpg,annotations/xmls/Birman_117.xml,annotations/trimaps/Birman_117.png,True,True
english_cocker_spaniel_115,english_cocker_spaniel,dog,13,2,13,train,images/dog/english_cocker_spaniel_115.jpg,annotations/xmls/english_cocker_spaniel_115.xml,annotations/trimaps/english_cocker_spaniel_115.png,True,True
yorkshire_terrier_163,yorkshire_terrier,dog,37,2,37,train,images/dog/yorkshire_terrier_163.jpg,annotations/xmls/yorkshire_terrier_163.xml,annotations/trimaps/yorkshire_terrier_163.png,True,True
miniature_pinscher_139,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_139.jpg,annotations/xmls/miniature_pinscher_139.xml,annotations/trimaps/miniature_pinscher_139.png,True,True
chihuahua_149,chihuahua,dog,11,2,11,train,images/dog/chihuahua_149.jpg,annotations/xmls/chihuahua_149.xml,annotations/trimaps/chihuahua_149.png,True,True
Birman_171,Birman,cat,7,1,7,train,images/cat/Birman_171.jpg,annotations/xmls/Birman_171.xml,annotations/trimaps/Birman_171.png,True,True
keeshond_116,keeshond,dog,19,2,19,train,images/dog/keeshond_116.jpg,annotations/xmls/keeshond_116.xml,annotations/trimaps/keeshond_116.png,True,True
english_setter_114,english_setter,dog,14,2,14,train,images/dog/english_setter_114.jpg,annotations/xmls/english_setter_114.xml,annotations/trimaps/english_setter_114.png,True,True
Bombay_134,Bombay,cat,8,1,8,train,images/cat/Bombay_134.jpg,annotations/xmls/Bombay_134.xml,annotations/trimaps/Bombay_134.png,True,True
keeshond_137,keeshond,dog,19,2,19,train,images/dog/keeshond_137.jpg,annotations/xmls/keeshond_137.xml,annotations/trimaps/keeshond_137.png,True,True
pomeranian_107,pomeranian,dog,25,2,25,train,images/dog/pomeranian_107.jpg,annotations/xmls/pomeranian_107.xml,annotations/trimaps/pomeranian_107.png,True,True
Sphynx_11,Sphynx,cat,34,1,34,train,images/cat/Sphynx_11.jpg,annotations/xmls/Sphynx_11.xml,annotations/trimaps/Sphynx_11.png,True,True
basset_hound_168,basset_hound,dog,4,2,4,train,images/dog/basset_hound_168.jpg,annotations/xmls/basset_hound_168.xml,annotations/trimaps/basset_hound_168.png,True,True
scottish_terrier_167,scottish_terrier,dog,31,2,31,train,images/dog/scottish_terrier_167.jpg,annotations/xmls/scottish_terrier_167.xml,annotations/trimaps/scottish_terrier_167.png,True,True
havanese_154,havanese,dog,17,2,17,train,images/dog/havanese_154.jpg,annotations/xmls/havanese_154.xml,annotations/trimaps/havanese_154.png,True,True
Sphynx_137,Sphynx,cat,34,1,34,train,images/cat/Sphynx_137.jpg,annotations/xmls/Sphynx_137.xml,annotations/trimaps/Sphynx_137.png,True,True
saint_bernard_147,saint_bernard,dog,29,2,29,train,images/dog/saint_bernard_147.jpg,annotations/xmls/saint_bernard_147.xml,annotations/trimaps/saint_bernard_147.png,True,True
Egyptian_Mau_172,Egyptian_Mau,cat,12,1,12,train,images/cat/Egyptian_Mau_172.jpg,annotations/xmls/Egyptian_Mau_172.xml,annotations/trimaps/Egyptian_Mau_172.png,True,True
wheaten_terrier_106,wheaten_terrier,dog,36,2,36,train,images/dog/wheaten_terrier_106.jpg,annotations/xmls/wheaten_terrier_106.xml,annotations/trimaps/wheaten_terrier_106.png,True,True
samoyed_171,samoyed,dog,30,2,30,train,images/dog/samoyed_171.jpg,annotations/xmls/samoyed_171.xml,annotations/trimaps/samoyed_171.png,True,True
miniature_pinscher_151,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_151.jpg,annotations/xmls/miniature_pinscher_151.xml,annotations/trimaps/miniature_pinscher_151.png,True,True
Bengal_154,Bengal,cat,6,1,6,train,images/cat/Bengal_154.jpg,annotations/xmls/Bengal_154.xml,annotations/trimaps/Bengal_154.png,True,True
american_pit_bull_terrier_127,american_pit_bull_terrier,dog,3,2,3,train,images/dog/american_pit_bull_terrier_127.jpg,annotations/xmls/american_pit_bull_terrier_127.xml,annotations/trimaps/american_pit_bull_terrier_127.png,True,True
chihuahua_135,chihuahua,dog,11,2,11,train,images/dog/chihuahua_135.jpg,annotations/xmls/chihuahua_135.xml,annotations/trimaps/chihuahua_135.png,True,True
saint_bernard_159,saint_bernard,dog,29,2,29,train,images/dog/saint_bernard_159.jpg,annotations/xmls/saint_bernard_159.xml,annotations/trimaps/saint_bernard_159.png,True,True
Abyssinian_124,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_124.jpg,annotations/xmls/Abyssinian_124.xml,annotations/trimaps/Abyssinian_124.png,True,True
german_shorthaired_12,german_shorthaired,dog,15,2,15,train,images/dog/german_shorthaired_12.jpg,annotations/xmls/german_shorthaired_12.xml,annotations/trimaps/german_shorthaired_12.png,True,True
staffordshire_bull_terrier_172,staffordshire_bull_terrier,dog,35,2,35,train,images/dog/staffordshire_bull_terrier_172.jpg,annotations/xmls/staffordshire_bull_terrier_172.xml,annotations/trimaps/staffordshire_bull_terrier_172.png,True,True
beagle_103,beagle,dog,5,2,5,train,images/dog/beagle_103.jpg,annotations/xmls/beagle_103.xml,annotations/trimaps/beagle_103.png,True,True
Russian_Blue_172,Russian_Blue,cat,28,1,28,train,images/cat/Russian_Blue_172.jpg,annotations/xmls/Russian_Blue_172.xml,annotations/trimaps/Russian_Blue_172.png,True,True
Birman_109,Birman,cat,7,1,7,train,images/cat/Birman_109.jpg,annotations/xmls/Birman_109.xml,annotations/trimaps/Birman_109.png,True,True
scottish_terrier_111,scottish_terrier,dog,31,2,31,train,images/dog/scottish_terrier_111.jpg,annotations/xmls/scottish_terrier_111.xml,annotations/trimaps/scottish_terrier_111.png,True,True
great_pyrenees_154,great_pyrenees,dog,16,2,16,train,images/dog/great_pyrenees_154.jpg,annotations/xmls/great_pyrenees_154.xml,annotations/trimaps/great_pyrenees_154.png,True,True
havanese_121,havanese,dog,17,2,17,train,images/dog/havanese_121.jpg,annotations/xmls/havanese_121.xml,annotations/trimaps/havanese_121.png,True,True
Sphynx_126,Sphynx,cat,34,1,34,train,images/cat/Sphynx_126.jpg,annotations/xmls/Sphynx_126.xml,annotations/trimaps/Sphynx_126.png,True,True
Abyssinian_153,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_153.jpg,annotations/xmls/Abyssinian_153.xml,annotations/trimaps/Abyssinian_153.png,True,True
Sphynx_170,Sphynx,cat,34,1,34,train,images/cat/Sphynx_170.jpg,annotations/xmls/Sphynx_170.xml,annotations/trimaps/Sphynx_170.png,True,True
english_cocker_spaniel_138,english_cocker_spaniel,dog,13,2,13,train,images/dog/english_cocker_spaniel_138.jpg,annotations/xmls/english_cocker_spaniel_138.xml,annotations/trimaps/english_cocker_spaniel_138.png,True,True
keeshond_103,keeshond,dog,19,2,19,train,images/dog/keeshond_103.jpg,annotations/xmls/keeshond_103.xml,annotations/trimaps/keeshond_103.png,True,True
newfoundland_151,newfoundland,dog,23,2,23,train,images/dog/newfoundland_151.jpg,annotations/xmls/newfoundland_151.xml,annotations/trimaps/newfoundland_151.png,True,True
Egyptian_Mau_119,Egyptian_Mau,cat,12,1,12,train,images/cat/Egyptian_Mau_119.jpg,annotations/xmls/Egyptian_Mau_119.xml,annotations/trimaps/Egyptian_Mau_119.png,True,True
Bombay_127,Bombay,cat,8,1,8,train,images/cat/Bombay_127.jpg,annotations/xmls/Bombay_127.xml,annotations/trimaps/Bombay_127.png,True,True
Persian_183,Persian,cat,24,1,24,train,images/cat/Persian_183.jpg,annotations/xmls/Persian_183.xml,annotations/trimaps/Persian_183.png,True,True
basset_hound_125,basset_hound,dog,4,2,4,train,images/dog/basset_hound_125.jpg,annotations/xmls/basset_hound_125.xml,annotations/trimaps/basset_hound_125.png,True,True
shiba_inu_10,shiba_inu,dog,32,2,32,train,images/dog/shiba_inu_10.jpg,annotations/xmls/shiba_inu_10.xml,annotations/trimaps/shiba_inu_10.png,True,True
samoyed_170,samoyed,dog,30,2,30,train,images/dog/samoyed_170.jpg,annotations/xmls/samoyed_170.xml,annotations/trimaps/samoyed_170.png,True,True
Bengal_114,Bengal,cat,6,1,6,train,images/cat/Bengal_114.jpg,annotations/xmls/Bengal_114.xml,annotations/trimaps/Bengal_114.png,True,True
Ragdoll_110,Ragdoll,cat,27,1,27,train,images/cat/Ragdoll_110.jpg,annotations/xmls/Ragdoll_110.xml,annotations/trimaps/Ragdoll_110.png,True,True
yorkshire_terrier_109,yorkshire_terrier,dog,37,2,37,train,images/dog/yorkshire_terrier_109.jpg,annotations/xmls/yorkshire_terrier_109.xml,annotations/trimaps/yorkshire_terrier_109.png,True,True
Egyptian_Mau_126,Egyptian_Mau,cat,12,1,12,train,images/cat/Egyptian_Mau_126.jpg,annotations/xmls/Egyptian_Mau_126.xml,annotations/trimaps/Egyptian_Mau_126.png,True,True
havanese_112,havanese,dog,17,2,17,train,images/dog/havanese_112.jpg,annotations/xmls/havanese_112.xml,annotations/trimaps/havanese_112.png,True,True
scottish_terrier_100,scottish_terrier,dog,31,2,31,train,images/dog/scottish_terrier_100.jpg,annotations/xmls/scottish_terrier_100.xml,annotations/trimaps/scottish_terrier_100.png,True,True
leonberger_139,leonberger,dog,20,2,20,train,images/dog/leonberger_139.jpg,annotations/xmls/leonberger_139.xml,annotations/trimaps/leonberger_139.png,True,True
havanese_108,havanese,dog,17,2,17,train,images/dog/havanese_108.jpg,annotations/xmls/havanese_108.xml,annotations/trimaps/havanese_108.png,True,True
British_Shorthair_123,British_Shorthair,cat,10,1,10,train,images/cat/British_Shorthair_123.jpg,annotations/xmls/British_Shorthair_123.xml,annotations/trimaps/British_Shorthair_123.png,True,True
samoyed_159,samoyed,dog,30,2,30,train,images/dog/samoyed_159.jpg,annotations/xmls/samoyed_159.xml,annotations/trimaps/samoyed_159.png,True,True
beagle_161,beagle,dog,5,2,5,train,images/dog/beagle_161.jpg,annotations/xmls/beagle_161.xml,annotations/trimaps/beagle_161.png,True,True
samoyed_105,samoyed,dog,30,2,30,train,images/dog/samoyed_105.jpg,annotations/xmls/samoyed_105.xml,annotations/trimaps/samoyed_105.png,True,True
chihuahua_145,chihuahua,dog,11,2,11,train,images/dog/chihuahua_145.jpg,annotations/xmls/chihuahua_145.xml,annotations/trimaps/chihuahua_145.png,True,True
Egyptian_Mau_173,Egyptian_Mau,cat,12,1,12,train,images/cat/Egyptian_Mau_173.jpg,annotations/xmls/Egyptian_Mau_173.xml,annotations/trimaps/Egyptian_Mau_173.png,True,True
german_shorthaired_104,german_shorthaired,dog,15,2,15,train,images/dog/german_shorthaired_104.jpg,annotations/xmls/german_shorthaired_104.xml,annotations/trimaps/german_shorthaired_104.png,True,True
wheaten_terrier_102,wheaten_terrier,dog,36,2,36,train,images/dog/wheaten_terrier_102.jpg,annotations/xmls/wheaten_terrier_102.xml,annotations/trimaps/wheaten_terrier_102.png,True,True
japanese_chin_10,japanese_chin,dog,18,2,18,train,images/dog/japanese_chin_10.jpg,annotations/xmls/japanese_chin_10.xml,annotations/trimaps/japanese_chin_10.png,True,True
staffordshire_bull_terrier_160,staffordshire_bull_terrier,dog,35,2,35,train,images/dog/staffordshire_bull_terrier_160.jpg,annotations/xmls/staffordshire_bull_terrier_160.xml,annotations/trimaps/staffordshire_bull_terrier_160.png,True,True
pug_138,pug,dog,26,2,26,train,images/dog/pug_138.jpg,annotations/xmls/pug_138.xml,annotations/trimaps/pug_138.png,True,True
miniature_pinscher_120,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_120.jpg,annotations/xmls/miniature_pinscher_120.xml,annotations/trimaps/miniature_pinscher_120.png,True,True
english_setter_124,english_setter,dog,14,2,14,train,images/dog/english_setter_124.jpg,annotations/xmls/english_setter_124.xml,annotations/trimaps/english_setter_124.png,True,True
newfoundland_122,newfoundland,dog,23,2,23,train,images/dog/newfoundland_122.jpg,annotations/xmls/newfoundland_122.xml,annotations/trimaps/newfoundland_122.png,True,True
chihuahua_128,chihuahua,dog,11,2,11,train,images/dog/chihuahua_128.jpg,annotations/xmls/chihuahua_128.xml,annotations/trimaps/chihuahua_128.png,True,True
leonberger_169,leonberger,dog,20,2,20,train,images/dog/leonberger_169.jpg,annotations/xmls/leonberger_169.xml,annotations/trimaps/leonberger_169.png,True,True
pug_103,pug,dog,26,2,26,train,images/dog/pug_103.jpg,annotations/xmls/pug_103.xml,annotations/trimaps/pug_103.png,True,True
staffordshire_bull_terrier_150,staffordshire_bull_terrier,dog,35,2,35,train,images/dog/staffordshire_bull_terrier_150.jpg,annotations/xmls/staffordshire_bull_terrier_150.xml,annotations/trimaps/staffordshire_bull_terrier_150.png,True,True
boxer_123,boxer,dog,9,2,9,train,images/dog/boxer_123.jpg,annotations/xmls/boxer_123.xml,annotations/trimaps/boxer_123.png,True,True
Birman_132,Birman,cat,7,1,7,train,images/cat/Birman_132.jpg,annotations/xmls/Birman_132.xml,annotations/trimaps/Birman_132.png,True,True
Sphynx_107,Sphynx,cat,34,1,34,train,images/cat/Sphynx_107.jpg,annotations/xmls/Sphynx_107.xml,annotations/trimaps/Sphynx_107.png,True,True
Siamese_104,Siamese,cat,33,1,33,train,images/cat/Siamese_104.jpg,annotations/xmls/Siamese_104.xml,annotations/trimaps/Siamese_104.png,True,True
Russian_Blue_120,Russian_Blue,cat,28,1,28,train,images/cat/Russian_Blue_120.jpg,annotations/xmls/Russian_Blue_120.xml,annotations/trimaps/Russian_Blue_120.png,True,True
Abyssinian_17,Abyssinian,cat,1,1,1,train,images/cat/Abyssinian_17.jpg,annotations/xmls/Abyssinian_17.xml,annotations/trimaps/Abyssinian_17.png,True,True
yorkshire_terrier_169,yorkshire_terrier,dog,37,2,37,train,images/dog/yorkshire_terrier_169.jpg,annotations/xmls/yorkshire_terrier_169.xml,annotations/trimaps/yorkshire_terrier_169.png,True,True
leonberger_146,leonberger,dog,20,2,20,train,images/dog/leonberger_146.jpg,annotations/xmls/leonberger_146.xml,annotations/trimaps/leonberger_146.png,True,True
miniature_pinscher_10,miniature_pinscher,dog,22,2,22,train,images/dog/miniature_pinscher_10.jpg,annotations/xmls/miniature_pinscher_10.xml,annotations/trimaps/miniature_pinscher_10.png,True,True
chihuahua_121,chihuahua,dog,11,2,11,train,images/dog/chihuahua_121.jpg,annotations/xmls/chihuahua_121.xml,annotations/trimaps/chihuahua_121.png,True,True
pomeranian_13,pomeranian,dog,25,2,25,train,images/dog/pomeranian_13.jpg,annotations/xmls/pomeranian_13.xml,annotations/trimaps/pomeranian_13.png,True,True
