image_id,breed,species,split,width,height,area,normalized_area,aspect_ratio,center_x,center_y,xmin,ymin,xmax,ymax,size_category,diagonal,image_width,image_height
keeshond_17,keeshond,dog,train,146,139,20294,0.10823466666666667,1.0503597122302157,0.622,0.28933333333333333,238,39,384,178,large,201.58620984581262,500,375
Bengal_169,Bengal,cat,train,66,72,4752,0.0704,0.9166666666666666,0.15,0.2311111111111111,12,16,78,88,large,97.67292357659824,300,225
Egyptian_Mau_140,Egyptian_Mau,cat,train,65,70,4550,0.024266666666666666,0.9285714285714286,0.567,0.416,251,121,316,191,medium,95.524865872714,500,375
Birman_165,Birman,cat,train,315,275,86625,0.462,1.1454545454545455,0.547,0.36933333333333335,116,1,431,276,large,418.1506905411015,500,375
havanese_164,havanese,dog,train,115,132,15180,0.08929411764705883,0.8712121212121212,0.517,0.5588235294117647,201,124,316,256,large,175.06855799943062,500,340
havanese_17,havanese,dog,train,172,147,25284,0.15185585585585584,1.1700680272108843,0.636,0.27177177177177175,232,17,404,164,large,226.25870149013053,500,333
Siamese_183,Siamese,cat,train,222,224,49728,0.2874450867052023,0.9910714285714286,0.484,0.48554913294797686,131,56,353,280,large,315.37279527568637,500,346
leonberger_13,leonberger,dog,train,154,145,22330,0.13371257485029941,1.0620689655172413,0.5568862275449101,0.179,109,17,263,162,large,211.52068456772733,334,500
american_bulldog_168,american_bulldog,dog,train,294,166,48804,0.260288,1.7710843373493976,0.324,0.5306666666666666,15,116,309,282,large,337.6270131372785,500,375
german_shorthaired_113,german_shorthaired,dog,train,390,323,125970,0.67184,1.2074303405572755,0.516,0.47333333333333333,63,16,453,339,large,506.38819101554884,500,375
german_shorthaired_103,german_shorthaired,dog,train,180,186,33480,0.20047904191616767,0.967741935483871,0.426,0.41916167664670656,123,47,303,233,large,258.8358553214759,500,334
keeshond_111,keeshond,dog,train,137,197,26989,0.1620960960960961,0.6954314720812182,0.645,0.34384384384384387,254,16,391,213,large,239.95416228938393,500,333
keeshond_162,keeshond,dog,train,105,142,14910,0.07952,0.7394366197183099,0.43333333333333335,0.22,110,39,215,181,large,176.60407696313243,375,500
Bombay_166,Bombay,cat,train,182,173,31486,0.08746111111111111,1.0520231213872833,0.6766666666666666,0.15916666666666668,315,9,497,182,large,251.10356429170812,600,600
Abyssinian_102,Abyssinian,cat,train,302,293,88486,0.38058494623655914,1.030716723549488,0.348,0.37311827956989246,23,27,325,320,large,420.7766628509713,500,465
chihuahua_169,chihuahua,dog,train,124,134,16616,0.24616296296296297,0.9253731343283582,0.57,0.3022222222222222,109,1,233,135,large,182.5705343148231,300,225
german_shorthaired_110,german_shorthaired,dog,train,151,117,17667,0.0973388429752066,1.2905982905982907,0.59366391184573,0.241,140,62,291,179,large,191.02355875650522,363,500
american_bulldog_172,american_bulldog,dog,train,352,322,113344,0.6045013333333333,1.093167701863354,0.5066666666666667,0.35,14,14,366,336,large,477.0618408550405,375,500
Bengal_141,Bengal,cat,train,59,61,3599,0.04561470215462611,0.9672131147540983,0.14833333333333334,0.6673003802281369,15,145,74,206,medium,84.86459803710851,300,263
english_setter_128,english_setter,dog,train,175,131,22925,0.12226666666666666,1.3358778625954197,0.541,0.30266666666666664,183,48,358,179,large,218.6000914912892,500,375
British_Shorthair_159,British_Shorthair,cat,train,187,167,31229,0.18756156156156156,1.1197604790419162,0.535,0.42792792792792794,174,59,361,226,large,250.7149776140229,500,333
British_Shorthair_115,British_Shorthair,cat,train,315,276,86940,0.41106382978723405,1.141304347826087,0.483451536643026,0.492,47,108,362,384,large,418.80902569070787,423,500
Russian_Blue_112,Russian_Blue,cat,train,181,147,26607,0.141904,1.2312925170068028,0.329,0.19866666666666666,74,1,255,148,large,233.173754955398,500,375
japanese_chin_14,japanese_chin,dog,train,174,167,29058,0.17504819277108433,1.0419161676646707,0.638,0.3207831325301205,232,23,406,190,large,241.17421089328766,500,332
saint_bernard_140,saint_bernard,dog,train,151,139,20989,0.09328444444444445,1.0863309352517985,0.30777777777777776,0.361,63,111,214,250,large,205.2364490045567,450,500
Abyssinian_115,Abyssinian,cat,train,153,123,18819,0.1025558583106267,1.2439024390243902,0.629,0.30926430517711173,238,52,391,175,large,196.31097778779463,500,367
english_setter_109,english_setter,dog,train,96,105,10080,0.05376,0.9142857142857143,0.388,0.644,146,189,242,294,large,142.2708684165525,500,375
Bombay_139,Bombay,cat,train,78,73,5694,0.04260381593714927,1.0684931506849316,0.31333333333333335,0.33164983164983164,102,62,180,135,large,106.83164325236227,450,297
Bombay_116,Bombay,cat,train,107,114,12198,0.1859451219512195,0.9385964912280702,0.2804878048780488,0.303125,4,40,111,154,large,156.348968656656,205,320
saint_bernard_158,saint_bernard,dog,train,158,146,23068,0.15028013029315962,1.082191780821918,0.739413680781759,0.418,148,136,306,282,large,215.1278689523977,307,500
chihuahua_160,chihuahua,dog,train,167,134,22378,0.33152592592592595,1.2462686567164178,0.44222222222222224,0.31,16,26,183,160,large,214.11445537375565,225,300
havanese_16,havanese,dog,train,203,124,25172,0.1511831831831832,1.6370967741935485,0.353,0.30930930930930933,75,41,278,165,large,237.87601812709073,500,333
Russian_Blue_145,Russian_Blue,cat,train,136,164,22304,0.11895466666666667,0.8292682926829268,0.5413333333333333,0.324,135,80,271,244,large,213.0539837693724,375,500
great_pyrenees_123,great_pyrenees,dog,train,97,86,8342,0.04171,1.127906976744186,0.273,0.195,88,35,185,121,large,129.634100452003,500,400
saint_bernard_157,saint_bernard,dog,train,128,118,15104,0.09044311377245509,1.0847457627118644,0.6497005988023952,0.466,153,174,281,292,large,174.0919297382851,334,500
chihuahua_143,chihuahua,dog,train,164,184,30176,0.49795379537953793,0.8913043478260869,0.4752475247524752,0.32666666666666666,14,6,178,190,large,246.47920804806233,202,300
Siamese_109,Siamese,cat,train,219,262,57378,0.287609022556391,0.8358778625954199,0.459,0.39348370927318294,120,26,339,288,large,341.4747428434496,500,399
great_pyrenees_135,great_pyrenees,dog,train,96,94,9024,0.06820861678004535,1.0212765957446808,0.7166666666666667,0.30158730158730157,253,48,349,142,large,134.35773144854747,420,315
samoyed_114,samoyed,dog,train,60,87,5220,0.02784,0.6896551724137931,0.412,0.4146666666666667,176,112,236,199,large,105.68348972285122,500,375
yorkshire_terrier_146,yorkshire_terrier,dog,train,101,91,9191,0.13616296296296296,1.10989010989011,0.40166666666666667,0.6466666666666666,70,100,171,191,large,135.94851966829208,300,225
Maine_Coon_126,Maine_Coon,cat,train,206,261,53766,0.2837255936675462,0.789272030651341,0.5197889182058048,0.281,94,10,300,271,large,332.50112781763613,379,500
Abyssinian_14,Abyssinian,cat,train,88,92,8096,0.04833432835820896,0.9565217391304348,0.6208955223880597,0.234,164,71,252,163,large,127.31064370271639,335,500
chihuahua_108,chihuahua,dog,train,225,204,45900,0.5773584905660377,1.1029411764705883,0.5528301886792453,0.3433333333333333,34,1,259,205,large,303.71203466441693,265,300
British_Shorthair_112,British_Shorthair,cat,train,140,133,18620,0.09930666666666667,1.0526315789473684,0.51,0.31333333333333335,185,51,325,184,large,193.1035991378721,500,375
Russian_Blue_18,Russian_Blue,cat,train,176,185,32560,0.1904093567251462,0.9513513513513514,0.474,0.31140350877192985,149,14,325,199,large,255.34486483969087,500,342
pomeranian_151,pomeranian,dog,train,99,73,7227,0.10706666666666667,1.356164383561644,0.48833333333333334,0.36666666666666664,97,46,196,119,large,123.00406497347964,300,225
Maine_Coon_163,Maine_Coon,cat,train,147,154,22638,0.1078,0.9545454545454546,0.41785714285714287,0.21,102,28,249,182,large,212.8966885604377,420,500
Persian_14,Persian,cat,train,297,235,69795,0.37224,1.2638297872340425,0.46266666666666667,0.273,25,19,322,254,large,378.72681447185647,375,500
Egyptian_Mau_127,Egyptian_Mau,cat,train,77,82,6314,0.10054140127388535,0.9390243902439024,0.6425,0.18471337579617833,90,17,167,99,large,112.48555462813881,200,314
beagle_164,beagle,dog,train,120,79,9480,0.05056,1.518987341772152,0.434,0.276,157,64,277,143,large,143.6697602141801,500,375
Sphynx_159,Sphynx,cat,train,208,217,45136,0.248,0.9585253456221198,0.32142857142857145,0.229,13,6,221,223,large,300.5877575684013,364,500
beagle_113,beagle,dog,train,260,277,72020,0.43255255255255254,0.9386281588447654,0.43543543543543545,0.513,15,118,275,395,large,379.90656746100086,333,500
Ragdoll_129,Ragdoll,cat,train,150,156,23400,0.13970149253731343,0.9615384615384616,0.3940298507462687,0.382,57,113,207,269,large,216.4162655624572,335,500
basset_hound_102,basset_hound,dog,train,449,331,148619,0.8952951807228916,1.3564954682779455,0.451,0.5015060240963856,1,1,450,332,large,557.8189670493466,500,332
wheaten_terrier_124,wheaten_terrier,dog,train,194,182,35308,0.15218965517241378,1.065934065934066,0.540948275862069,0.244,154,31,348,213,large,266.00751869073173,464,500
Persian_185,Persian,cat,train,88,87,7656,0.040832,1.0114942528735633,0.33066666666666666,0.167,80,40,168,127,large,123.7457069962429,375,500
boxer_143,boxer,dog,train,335,289,96815,0.5163466666666666,1.1591695501730104,0.447,0.4706666666666667,56,32,391,321,large,442.43191566612825,500,375
beagle_114,beagle,dog,train,205,219,44895,0.21176886792452831,0.9360730593607306,0.6025943396226415,0.329,153,55,358,274,large,299.9766657591887,424,500
Bombay_111,Bombay,cat,train,246,198,48708,0.17801850796017718,1.2424242424242424,0.5695364238410596,0.3995584988962472,221,82,467,280,large,315.7847368065784,604,453
chihuahua_132,chihuahua,dog,train,99,78,7722,0.1144,1.2692307692307692,0.485,0.36444444444444446,96,43,195,121,large,126.03570922560003,300,225
keeshond_158,keeshond,dog,train,208,280,58240,0.31061333333333335,0.7428571428571429,0.508,0.37866666666666665,150,2,358,282,large,348.80366970546623,500,375
english_setter_136,english_setter,dog,train,155,129,19995,0.11328611898016998,1.2015503875968991,0.6331444759206799,0.167,146,19,301,148,large,201.65812654093563,353,500
British_Shorthair_164,British_Shorthair,cat,train,288,267,76896,0.410112,1.0786516853932584,0.488,0.404,100,18,388,285,large,392.72509469093006,500,375
pomeranian_148,pomeranian,dog,train,72,82,5904,0.08746666666666666,0.8780487804878049,0.44,0.28888888888888886,96,24,168,106,large,109.12378292562992,300,225
pug_140,pug,dog,train,141,105,14805,0.21933333333333332,1.3428571428571427,0.535,0.23777777777777778,90,1,231,106,large,175.80102388780332,300,225
Russian_Blue_156,Russian_Blue,cat,train,218,202,44036,0.25020454545454546,1.0792079207920793,0.538,0.4090909090909091,160,43,378,245,large,297.20026917888214,500,352
beagle_170,beagle,dog,train,104,107,11128,0.05934933333333333,0.9719626168224299,0.712,0.44666666666666666,304,114,408,221,large,149.21461054467824,500,375
Persian_131,Persian,cat,train,148,158,23384,0.12471466666666667,0.9367088607594937,0.436,0.3546666666666667,144,54,292,212,large,216.4901845350038,500,375
Russian_Blue_116,Russian_Blue,cat,train,207,228,47196,0.2826107784431138,0.9078947368421053,0.493,0.3652694610778443,143,8,350,236,large,307.9496712126837,500,334
havanese_113,havanese,dog,train,213,161,34293,0.182896,1.3229813664596273,0.369,0.39066666666666666,78,66,291,227,large,267.00187265260894,500,375
beagle_118,beagle,dog,train,65,53,3445,0.02050595238095238,1.2264150943396226,0.441,0.43898809523809523,188,121,253,174,medium,83.86894538504703,500,336
Bengal_120,Bengal,cat,train,100,93,9300,0.0496,1.075268817204301,0.382,0.45466666666666666,141,124,241,217,large,136.56134152826706,500,375
yorkshire_terrier_17,yorkshire_terrier,dog,train,279,198,55242,0.3327831325301205,1.4090909090909092,0.499,0.3674698795180723,110,23,389,221,large,342.11840055746785,500,332
Maine_Coon_121,Maine_Coon,cat,train,87,89,7743,0.04374576271186441,0.9775280898876404,0.503,0.2810734463276836,208,55,295,144,large,124.45882853377658,500,354
miniature_pinscher_165,miniature_pinscher,dog,train,77,96,7392,0.10951111111111111,0.8020833333333334,0.5616666666666666,0.27111111111111114,130,13,207,109,large,123.06502346320826,300,225
american_pit_bull_terrier_164,american_pit_bull_terrier,dog,train,131,161,21091,0.31245925925925927,0.8136645962732919,0.66,0.385,83,35,214,196,large,207.56203891848818,225,300
Siamese_126,Siamese,cat,train,220,237,52140,0.27808,0.9282700421940928,0.4053333333333333,0.299,42,31,262,268,large,323.3713036124263,375,500
Egyptian_Mau_157,Egyptian_Mau,cat,train,185,212,39220,0.23769696969696968,0.8726415094339622,0.5348484848484848,0.242,84,15,269,227,large,281.3698633471609,330,500
keeshond_152,keeshond,dog,train,121,152,18392,0.09809066666666667,0.7960526315789473,0.655,0.296,267,35,388,187,large,194.28072472584614,500,375
pug_135,pug,dog,train,91,74,6734,0.10791666666666666,1.2297297297297298,0.49278846153846156,0.25,57,38,148,112,large,117.29023829799307,208,300
samoyed_123,samoyed,dog,train,112,138,15456,0.09310843373493975,0.8115942028985508,0.646,0.48493975903614456,267,92,379,230,large,177.73013250431114,500,332
yorkshire_terrier_171,yorkshire_terrier,dog,train,221,145,32045,0.17090666666666668,1.5241379310344827,0.353,0.684,66,184,287,329,large,264.3217736017977,500,375
Maine_Coon_143,Maine_Coon,cat,train,198,215,42570,0.25644578313253014,0.9209302325581395,0.5240963855421686,0.369,75,77,273,292,large,292.2823976910002,332,500
american_pit_bull_terrier_141,american_pit_bull_terrier,dog,train,157,151,23707,0.3512148148148148,1.0397350993377483,0.46,0.36833333333333335,25,35,182,186,large,217.83020910791964,225,300
samoyed_14,samoyed,dog,train,151,160,24160,0.13535014005602242,0.94375,0.357,0.49299719887955185,103,96,254,256,large,220.00227271553356,500,357
japanese_chin_120,japanese_chin,dog,train,386,244,94184,0.5118695652173914,1.5819672131147542,0.54,0.47554347826086957,77,53,463,297,large,456.6530411592591,500,368
staffordshire_bull_terrier_12,staffordshire_bull_terrier,dog,train,108,233,25164,0.1437942857142857,0.463519313304721,0.44285714285714284,0.387,101,77,209,310,large,256.8131616564852,350,500
Bengal_147,Bengal,cat,train,172,189,32508,0.4816,0.91005291005291,0.4488888888888889,0.3883333333333333,15,22,187,211,large,255.54842985234717,225,300
german_shorthaired_127,german_shorthaired,dog,train,174,130,22620,0.12672268907563025,1.3384615384615384,0.45938375350140054,0.21,77,40,251,170,large,217.20036832381294,357,500
Sphynx_173,Sphynx,cat,train,353,316,111548,0.5949226666666667,1.1170886075949367,0.541,0.45866666666666667,94,14,447,330,large,473.77737387933587,500,375
Birman_154,Birman,cat,train,133,127,16891,0.09008533333333334,1.047244094488189,0.5373333333333333,0.259,135,66,268,193,large,183.89671013914307,375,500
newfoundland_10,newfoundland,dog,train,307,261,80127,0.47837014925373134,1.1762452107279693,0.5059701492537313,0.411,16,75,323,336,large,402.9516099980245,335,500
boxer_155,boxer,dog,train,303,266,80598,0.4840720720720721,1.1390977443609023,0.311,0.4024024024024024,4,1,307,267,large,403.1935019317648,500,333
american_bulldog_173,american_bulldog,dog,train,336,204,68544,0.4116756756756757,1.6470588235294117,0.648,0.4444444444444444,156,46,492,250,large,393.0801444998208,500,333
boxer_170,boxer,dog,train,158,174,27492,0.16511711711711713,0.9080459770114943,0.6996996996996997,0.19,154,8,312,182,large,235.03191272676142,333,500
saint_bernard_136,saint_bernard,dog,train,114,107,12198,0.06814525139664804,1.0654205607476634,0.38268156424581007,0.427,80,160,194,267,large,156.348968656656,358,500
Maine_Coon_101,Maine_Coon,cat,train,156,181,28236,0.1271891891891892,0.861878453038674,0.4774774774774775,0.239,134,29,290,210,large,238.949785519887,444,500
german_shorthaired_141,german_shorthaired,dog,train,162,115,18630,0.11189189189189189,1.4086956521739131,0.5345345345345346,0.281,97,83,259,198,large,198.66806487203723,333,500
english_setter_134,english_setter,dog,train,142,124,17608,0.09390933333333333,1.1451612903225807,0.494,0.2693333333333333,176,39,318,163,large,188.52055590836773,500,375
miniature_pinscher_15,miniature_pinscher,dog,train,155,218,33790,0.18021333333333334,0.7110091743119266,0.735,0.352,290,23,445,241,large,267.4864482548602,500,375
Persian_108,Persian,cat,train,156,143,22308,0.10280184331797235,1.0909090909090908,0.6981566820276498,0.247,225,52,381,195,large,211.62466774929618,434,500
staffordshire_bull_terrier_159,staffordshire_bull_terrier,dog,train,231,348,80388,0.428736,0.6637931034482759,0.529,0.4746666666666667,149,4,380,352,large,417.6900764921283,500,375
Siamese_163,Siamese,cat,train,321,309,99189,0.529008,1.0388349514563107,0.461,0.46,70,18,391,327,large,445.55807702251343,500,375
Ragdoll_165,Ragdoll,cat,train,91,78,7098,0.042759036144578315,1.1666666666666667,0.5075301204819277,0.382,123,152,214,230,large,119.85407794480753,332,500
Persian_132,Persian,cat,train,297,299,88803,0.5333513513513514,0.9933110367892977,0.53003003003003,0.461,28,81,325,380,large,421.43801442204995,333,500
samoyed_16,samoyed,dog,train,206,234,48204,0.257088,0.8803418803418803,0.6053333333333333,0.276,124,21,330,255,large,311.75631509241316,375,500
chihuahua_162,chihuahua,dog,train,41,49,2009,0.03348333333333333,0.8367346938775511,0.3883333333333333,0.3275,96,41,137,90,medium,63.89053137985315,300,200
Sphynx_186,Sphynx,cat,train,132,132,17424,0.092928,1.0,0.586,0.24,227,24,359,156,large,186.67619023324855,500,375
basset_hound_159,basset_hound,dog,train,186,211,39246,0.2357117117117117,0.8815165876777251,0.3483483483483483,0.329,23,59,209,270,large,281.27744310555727,333,500
miniature_pinscher_162,miniature_pinscher,dog,train,143,145,20735,0.2710457516339869,0.9862068965517241,0.6283333333333333,0.307843137254902,117,6,260,151,large,203.6516633862832,300,255
basset_hound_110,basset_hound,dog,train,252,279,70308,0.42227027027027025,0.9032258064516129,0.5525525525525525,0.355,58,38,310,317,large,375.9587743356976,333,500
american_pit_bull_terrier_132,american_pit_bull_terrier,dog,train,107,111,11877,0.17364035087719298,0.963963963963964,0.4758771929824561,0.20833333333333334,55,7,162,118,large,154.17522498767434,228,300
english_setter_130,english_setter,dog,train,240,217,52080,0.27776,1.1059907834101383,0.47733333333333333,0.283,59,33,299,250,large,323.55679563254427,375,500
leonberger_100,leonberger,dog,train,179,194,34726,0.20919277108433734,0.9226804123711341,0.48343373493975905,0.404,71,105,250,299,large,263.964012698701,332,500
havanese_105,havanese,dog,train,328,285,93480,0.49856,1.1508771929824562,0.528,0.401,34,58,362,343,large,434.5215759890411,375,500
scottish_terrier_166,scottish_terrier,dog,train,207,118,24426,0.1467027027027027,1.7542372881355932,0.531,0.3483483483483483,162,57,369,175,large,238.27085428142487,500,333
miniature_pinscher_122,miniature_pinscher,dog,train,95,111,10545,0.13416030534351145,0.8558558558558559,0.38166666666666665,0.32251908396946566,67,29,162,140,large,146.102703602637,300,262
Ragdoll_134,Ragdoll,cat,train,254,220,55880,0.33461077844311377,1.1545454545454545,0.46107784431137727,0.346,27,63,281,283,large,336.02976058676705,334,500
yorkshire_terrier_128,yorkshire_terrier,dog,train,156,124,19344,0.28657777777777776,1.2580645161290323,0.46,0.3511111111111111,60,17,216,141,large,199.2786993132984,300,225
pug_111,pug,dog,train,302,274,82748,0.37190112359550564,1.102189781021898,0.39775280898876403,0.362,26,44,328,318,large,407.7744474583958,445,500
pug_131,pug,dog,train,100,75,7500,0.125,1.3333333333333333,0.6166666666666667,0.4225,135,47,235,122,large,125.0,300,200
shiba_inu_130,shiba_inu,dog,train,91,125,11375,0.060828877005347594,0.728,0.329,0.410427807486631,119,91,210,216,large,154.6156525064652,500,374
staffordshire_bull_terrier_134,staffordshire_bull_terrier,dog,train,183,162,29646,0.158112,1.1296296296296295,0.513,0.44266666666666665,165,85,348,247,large,244.40335513245313,500,375
german_shorthaired_146,german_shorthaired,dog,train,92,72,6624,0.035328,1.2777777777777777,0.2773333333333333,0.322,58,125,150,197,large,116.82465493208187,375,500
english_setter_123,english_setter,dog,train,89,73,6497,0.027646808510638297,1.2191780821917808,0.431,0.4308510638297872,171,166,260,239,large,115.10864433221339,500,470
Maine_Coon_157,Maine_Coon,cat,train,123,137,16851,0.1012072072072072,0.8978102189781022,0.521021021021021,0.139,112,1,235,138,large,184.1140950606444,333,500
american_bulldog_161,american_bulldog,dog,train,433,332,143756,0.8633993993993994,1.3042168674698795,0.443,0.5015015015015015,5,1,438,333,large,545.6308275748356,500,333
leonberger_132,leonberger,dog,train,230,184,42320,0.25417417417417415,1.25,0.484,0.47147147147147145,127,65,357,249,large,294.54371492191103,500,333
miniature_pinscher_129,miniature_pinscher,dog,train,46,65,2990,0.0442962962962963,0.7076923076923077,0.5366666666666666,0.43333333333333335,138,65,184,130,medium,79.63039620647382,300,225
Ragdoll_168,Ragdoll,cat,train,217,177,38409,0.18203317535545024,1.2259887005649717,0.6125592417061612,0.265,150,44,367,221,large,280.0321410124202,422,500
Sphynx_127,Sphynx,cat,train,104,104,10816,0.06515662650602409,1.0,0.6024096385542169,0.446,148,171,252,275,large,147.07821048680188,332,500
japanese_chin_167,japanese_chin,dog,train,157,125,19625,0.10466666666666667,1.256,0.577,0.30533333333333335,210,52,367,177,large,200.68383093812017,500,375
Bengal_12,Bengal,cat,train,182,205,37310,0.22274626865671643,0.8878048780487805,0.238,0.40746268656716417,28,34,210,239,large,274.1331793125378,500,335
american_bulldog_179,american_bulldog,dog,train,376,303,113928,0.6822035928143713,1.2409240924092408,0.454,0.4805389221556886,39,9,415,312,large,482.8923275431077,500,334
miniature_pinscher_152,miniature_pinscher,dog,train,89,101,8989,0.13317037037037038,0.8811881188118812,0.585,0.31777777777777777,131,21,220,122,large,134.61797799699713,300,225
havanese_134,havanese,dog,train,122,104,12688,0.07597604790419162,1.1730769230769231,0.454,0.4341317365269461,166,93,288,197,large,160.31219541881399,500,334
scottish_terrier_161,scottish_terrier,dog,train,132,226,29832,0.159104,0.584070796460177,0.438,0.49066666666666664,153,71,285,297,large,261.72504656604804,500,375
Persian_105,Persian,cat,train,288,274,78912,0.315648,1.051094890510949,0.522,0.438,117,82,405,356,large,397.51729522122685,500,500
saint_bernard_104,saint_bernard,dog,train,147,121,17787,0.08634466019417476,1.2148760330578512,0.32160194174757284,0.525,59,202,206,323,large,190.3943276465977,412,500
english_setter_133,english_setter,dog,train,83,72,5976,0.031872,1.1527777777777777,0.503,0.376,210,105,293,177,large,109.87720418721983,500,375
miniature_pinscher_155,miniature_pinscher,dog,train,145,99,14355,0.4817114093959732,1.4646464646464648,0.3925,0.3389261744966443,6,1,151,100,large,175.5733464965568,200,149
staffordshire_bull_terrier_149,staffordshire_bull_terrier,dog,train,208,190,39520,0.21077333333333334,1.0947368421052632,0.46,0.49333333333333335,126,90,334,280,large,281.71616922001476,500,375
great_pyrenees_16,great_pyrenees,dog,train,110,105,11550,0.06538722826086957,1.0476190476190477,0.7270833333333333,0.2269021739130435,294,31,404,136,large,152.0690632574555,480,368
newfoundland_121,newfoundland,dog,train,217,187,40579,0.17566666666666667,1.160427807486631,0.4772727272727273,0.347,112,80,329,267,large,286.457675756821,462,500
Maine_Coon_180,Maine_Coon,cat,train,122,130,15860,0.09525525525525526,0.9384615384615385,0.292,0.36936936936936937,85,58,207,188,large,178.2806775845324,500,333
keeshond_13,keeshond,dog,train,71,75,5325,0.0284,0.9466666666666667,0.4653333333333333,0.545,139,235,210,310,large,103.27632836231156,375,500
Siamese_181,Siamese,cat,train,235,234,54990,0.29328,1.0042735042735043,0.507,0.31466666666666665,136,1,371,235,large,331.6338342208165,500,375
yorkshire_terrier_119,yorkshire_terrier,dog,train,62,77,4774,0.07996649916247907,0.8051948051948052,0.6366666666666667,0.36432160804020103,160,34,222,111,large,98.85848471426213,300,199
wheaten_terrier_147,wheaten_terrier,dog,train,198,279,55242,0.33178378378378376,0.7096774193548387,0.5105105105105106,0.655,71,188,269,467,large,342.11840055746785,333,500
British_Shorthair_133,British_Shorthair,cat,train,225,214,48150,0.28746268656716417,1.0514018691588785,0.521,0.32238805970149254,148,1,373,215,large,310.517310306527,500,335
miniature_pinscher_110,miniature_pinscher,dog,train,147,157,23079,0.13861261261261262,0.9363057324840764,0.581,0.25375375375375375,217,6,364,163,large,215.07673049402624,500,333
Abyssinian_123,Abyssinian,cat,train,180,140,25200,0.15135135135135136,1.2857142857142858,0.486,0.45345345345345345,153,81,333,221,large,228.0350850198276,500,333
pomeranian_158,pomeranian,dog,train,102,108,11016,0.15559322033898304,0.9444444444444444,0.4957627118644068,0.25666666666666665,66,23,168,131,large,148.55302083767936,236,300
english_cocker_spaniel_125,english_cocker_spaniel,dog,train,88,93,8184,0.043648,0.946236559139785,0.496,0.36933333333333335,204,92,292,185,large,128.03515142334936,500,375
leonberger_116,leonberger,dog,train,163,197,32111,0.13133333333333333,0.8274111675126904,0.2668711656441718,0.269,49,36,212,233,large,255.69122002915938,489,500
english_cocker_spaniel_142,english_cocker_spaniel,dog,train,104,85,8840,0.04239808153477218,1.223529411764706,0.652,0.3009592326139089,274,83,378,168,large,134.31678971744373,500,417
chihuahua_130,chihuahua,dog,train,98,109,10682,0.15825185185185184,0.8990825688073395,0.6,0.2777777777777778,131,8,229,117,large,146.57762448614045,300,225
Abyssinian_114,Abyssinian,cat,train,129,121,15609,0.05765735815602837,1.0661157024793388,0.44765625,0.29432624113475175,222,64,351,185,large,176.86718180600946,640,423
leonberger_130,leonberger,dog,train,106,86,9116,0.054750750750750754,1.2325581395348837,0.304,0.2702702702702703,99,47,205,133,large,136.49908424601244,500,333
Bombay_146,Bombay,cat,train,47,57,2679,0.07380165289256198,0.8245614035087719,0.20227272727272727,0.5060606060606061,21,55,68,112,medium,73.87827826905551,220,165
Bombay_114,Bombay,cat,train,85,81,6885,0.041727272727272724,1.0493827160493827,0.313,0.33484848484848484,114,70,199,151,large,117.41379816699569,500,330
Birman_119,Birman,cat,train,186,166,30876,0.164672,1.1204819277108433,0.49,0.43466666666666665,152,80,338,246,large,249.30302846134862,500,375
Birman_159,Birman,cat,train,226,213,48138,0.28911711711711713,1.0610328638497653,0.588,0.3588588588588589,181,13,407,226,large,310.55595309058236,500,333
Bombay_164,Bombay,cat,train,215,216,46440,0.5212121212121212,0.9953703703703703,0.6111111111111112,0.37333333333333335,74,4,289,220,large,304.76384299978895,297,300
havanese_120,havanese,dog,train,255,222,56610,0.30192,1.1486486486486487,0.491,0.2986666666666667,118,1,373,223,large,338.0961401731762,500,375
havanese_122,havanese,dog,train,216,197,42552,0.170208,1.0964467005076142,0.75,0.363,267,83,483,280,large,292.3439754809392,500,500
Bombay_144,Bombay,cat,train,77,86,6622,0.0825171339563863,0.8953488372093024,0.82398753894081,0.176,226,1,303,87,large,115.43396380615195,321,250
english_setter_150,english_setter,dog,train,190,161,30590,0.18317365269461078,1.1801242236024845,0.49101796407185627,0.247,69,43,259,204,large,249.04015740438328,334,500
boxer_138,boxer,dog,train,225,187,42075,0.2244,1.2032085561497325,0.41733333333333333,0.285,44,49,269,236,large,292.5645227979633,375,500
Maine_Coon_18,Maine_Coon,cat,train,191,183,34953,0.21642724458204335,1.0437158469945356,0.44427244582043346,0.421,48,119,239,302,large,264.51843035977663,323,500
newfoundland_129,newfoundland,dog,train,221,196,43316,0.173264,1.1275510204081634,0.649,0.342,214,73,435,269,large,295.39295861614573,500,500
boxer_15,boxer,dog,train,184,217,39928,0.2398078078078078,0.847926267281106,0.57,0.46096096096096095,193,45,377,262,large,284.50834785643815,500,333
american_bulldog_166,american_bulldog,dog,train,340,350,119000,0.6346666666666667,0.9714285714285714,0.456,0.542,1,96,341,446,large,487.95491595023407,375,500
great_pyrenees_119,great_pyrenees,dog,train,134,151,20234,0.11729855072463768,0.8874172185430463,0.64,0.2971014492753623,253,27,387,178,large,201.8836298465034,500,345
american_bulldog_176,american_bulldog,dog,train,153,151,23103,0.13875675675675675,1.0132450331125828,0.531,0.5630630630630631,189,112,342,263,large,214.96511344867102,500,333
keeshond_146,keeshond,dog,train,230,293,67390,0.40474474474474476,0.7849829351535836,0.55,0.44294294294294295,160,1,390,294,large,372.4902683292545,500,333
