image_id,breed,species,split,center_x,center_y,xmin,ymin,xmax,ymax,normalized_area
japanese_chin_167,japanese_chin,dog,train,0.577,0.30533333333333335,210,52,367,177,0.10466666666666667
Bengal_12,Bengal,cat,train,0.238,0.40746268656716417,28,34,210,239,0.22274626865671643
american_bulldog_179,american_bulldog,dog,train,0.454,0.4805389221556886,39,9,415,312,0.6822035928143713
miniature_pinscher_152,miniature_pinscher,dog,train,0.585,0.31777777777777777,131,21,220,122,0.13317037037037038
havanese_134,havanese,dog,train,0.454,0.4341317365269461,166,93,288,197,0.07597604790419162
scottish_terrier_161,scottish_terrier,dog,train,0.438,0.49066666666666664,153,71,285,297,0.159104
Persian_105,Persian,cat,train,0.522,0.438,117,82,405,356,0.315648
saint_bernard_104,saint_bernard,dog,train,0.32160194174757284,0.525,59,202,206,323,0.08634466019417476
english_setter_133,english_setter,dog,train,0.503,0.376,210,105,293,177,0.031872
miniature_pinscher_155,miniature_pinscher,dog,train,0.3925,0.3389261744966443,6,1,151,100,0.4817114093959732
staffordshire_bull_terrier_149,staffordshire_bull_terrier,dog,train,0.46,0.49333333333333335,126,90,334,280,0.21077333333333334
great_pyrenees_16,great_pyrenees,dog,train,0.7270833333333333,0.2269021739130435,294,31,404,136,0.06538722826086957
newfoundland_121,newfoundland,dog,train,0.4772727272727273,0.347,112,80,329,267,0.17566666666666667
Maine_Coon_180,Maine_Coon,cat,train,0.292,0.36936936936936937,85,58,207,188,0.09525525525525526
keeshond_13,keeshond,dog,train,0.4653333333333333,0.545,139,235,210,310,0.0284
Siamese_181,Siamese,cat,train,0.507,0.31466666666666665,136,1,371,235,0.29328
yorkshire_terrier_119,yorkshire_terrier,dog,train,0.6366666666666667,0.36432160804020103,160,34,222,111,0.07996649916247907
wheaten_terrier_147,wheaten_terrier,dog,train,0.5105105105105106,0.655,71,188,269,467,0.33178378378378376
British_Shorthair_133,British_Shorthair,cat,train,0.521,0.32238805970149254,148,1,373,215,0.28746268656716417
miniature_pinscher_110,miniature_pinscher,dog,train,0.581,0.25375375375375375,217,6,364,163,0.13861261261261262
Abyssinian_123,Abyssinian,cat,train,0.486,0.45345345345345345,153,81,333,221,0.15135135135135136
pomeranian_158,pomeranian,dog,train,0.4957627118644068,0.25666666666666665,66,23,168,131,0.15559322033898304
english_cocker_spaniel_125,english_cocker_spaniel,dog,train,0.496,0.36933333333333335,204,92,292,185,0.043648
leonberger_116,leonberger,dog,train,0.2668711656441718,0.269,49,36,212,233,0.13133333333333333
english_cocker_spaniel_142,english_cocker_spaniel,dog,train,0.652,0.3009592326139089,274,83,378,168,0.04239808153477218
chihuahua_130,chihuahua,dog,train,0.6,0.2777777777777778,131,8,229,117,0.15825185185185184
Abyssinian_114,Abyssinian,cat,train,0.44765625,0.29432624113475175,222,64,351,185,0.05765735815602837
leonberger_130,leonberger,dog,train,0.304,0.2702702702702703,99,47,205,133,0.054750750750750754
Bombay_146,Bombay,cat,train,0.20227272727272727,0.5060606060606061,21,55,68,112,0.07380165289256198
Bombay_114,Bombay,cat,train,0.313,0.33484848484848484,114,70,199,151,0.041727272727272724
Birman_119,Birman,cat,train,0.49,0.43466666666666665,152,80,338,246,0.164672
Birman_159,Birman,cat,train,0.588,0.3588588588588589,181,13,407,226,0.28911711711711713
Bombay_164,Bombay,cat,train,0.6111111111111112,0.37333333333333335,74,4,289,220,0.5212121212121212
havanese_120,havanese,dog,train,0.491,0.2986666666666667,118,1,373,223,0.30192
havanese_122,havanese,dog,train,0.75,0.363,267,83,483,280,0.170208
Bombay_144,Bombay,cat,train,0.82398753894081,0.176,226,1,303,87,0.0825171339563863
english_setter_150,english_setter,dog,train,0.49101796407185627,0.247,69,43,259,204,0.18317365269461078
boxer_138,boxer,dog,train,0.41733333333333333,0.285,44,49,269,236,0.2244
Maine_Coon_18,Maine_Coon,cat,train,0.44427244582043346,0.421,48,119,239,302,0.21642724458204335
newfoundland_129,newfoundland,dog,train,0.649,0.342,214,73,435,269,0.173264
boxer_15,boxer,dog,train,0.57,0.46096096096096095,193,45,377,262,0.2398078078078078
american_bulldog_166,american_bulldog,dog,train,0.456,0.542,1,96,341,446,0.6346666666666667
great_pyrenees_119,great_pyrenees,dog,train,0.64,0.2971014492753623,253,27,387,178,0.11729855072463768
american_bulldog_176,american_bulldog,dog,train,0.531,0.5630630630630631,189,112,342,263,0.13875675675675675
keeshond_146,keeshond,dog,train,0.55,0.44294294294294295,160,1,390,294,0.40474474474474476
yorkshire_terrier_127,yorkshire_terrier,dog,train,0.5,0.32166666666666666,16,20,235,173,0.4449800796812749
newfoundland_115,newfoundland,dog,train,0.636,0.647,156,250,321,397,0.12936
beagle_120,beagle,dog,train,0.5690690690690691,0.357,78,76,301,281,0.2745645645645646
samoyed_118,samoyed,dog,train,0.358,0.464,148,128,210,220,0.030421333333333335
Siamese_175,Siamese,cat,train,0.691,0.32133333333333336,236,1,455,240,0.279152
english_cocker_spaniel_146,english_cocker_spaniel,dog,train,0.257,0.4208955223880597,40,60,217,222,0.17118805970149253
samoyed_117,samoyed,dog,train,0.464041095890411,0.164,74,8,197,156,0.12468493150684931
wheaten_terrier_130,wheaten_terrier,dog,train,0.412,0.328,137,48,275,198,0.1104
miniature_pinscher_131,miniature_pinscher,dog,train,0.5066666666666667,0.4311111111111111,109,43,195,151,0.1376
scottish_terrier_151,scottish_terrier,dog,train,0.439,0.33466666666666667,144,7,295,244,0.190864
scottish_terrier_103,scottish_terrier,dog,train,0.444,0.5616438356164384,181,138,263,272,0.060208219178082195
keeshond_155,keeshond,dog,train,0.5653333333333334,0.483,162,157,262,326,0.09013333333333333
Siamese_155,Siamese,cat,train,0.491,0.3783783783783784,124,4,367,248,0.3561081081081081
British_Shorthair_135,British_Shorthair,cat,train,0.4731182795698925,0.404,67,56,373,348,0.38430967741935484
wheaten_terrier_139,wheaten_terrier,dog,train,0.407,0.25733333333333336,136,34,271,159,0.09
german_shorthaired_119,german_shorthaired,dog,train,0.368,0.244,128,22,240,222,0.0896
scottish_terrier_127,scottish_terrier,dog,train,0.5413333333333333,0.395,87,39,319,356,0.3922346666666667
Sphynx_171,Sphynx,cat,train,0.468,0.25825825825825827,161,13,307,159,0.12802402402402402
havanese_147,havanese,dog,train,0.628,0.488,208,96,420,270,0.196736
Ragdoll_146,Ragdoll,cat,train,0.485,0.3,206,79,279,146,0.026085333333333332
american_bulldog_137,american_bulldog,dog,train,0.54,0.37537537537537535,225,80,315,170,0.04864864864864865
samoyed_140,samoyed,dog,train,0.36,0.31733333333333336,129,67,231,171,0.056576
staffordshire_bull_terrier_119,staffordshire_bull_terrier,dog,train,0.587,0.4106666666666667,217,97,370,211,0.093024
wheaten_terrier_131,wheaten_terrier,dog,train,0.552,0.348,79,44,335,304,0.3549866666666667
pug_166,pug,dog,train,0.4955555555555556,0.42833333333333334,22,37,201,220,0.4852888888888889
Bengal_155,Bengal,cat,train,0.5133333333333333,0.545,26,68,205,259,0.5065037037037037
leonberger_157,leonberger,dog,train,0.49,0.28091397849462363,175,43,315,166,0.09258064516129032
english_cocker_spaniel_131,english_cocker_spaniel,dog,train,0.288,0.42342342342342343,84,86,204,196,0.07927927927927927
samoyed_137,samoyed,dog,train,0.432,0.245,93,35,231,210,0.1288
Persian_158,Persian,cat,train,0.553,0.21991701244813278,210,44,343,168,0.06843153526970955
samoyed_144,samoyed,dog,train,0.513,0.31866666666666665,197,66,316,173,0.06790933333333334
japanese_chin_150,japanese_chin,dog,train,0.445,0.4594594594594595,80,52,365,254,0.3457657657657658
Maine_Coon_146,Maine_Coon,cat,train,0.5539473684210526,0.472,131,139,290,333,0.16234736842105263
boxer_166,boxer,dog,train,0.6467065868263473,0.32,143,89,289,231,0.1241437125748503
german_shorthaired_114,german_shorthaired,dog,train,0.792,0.3712121212121212,303,7,489,189,0.25645454545454544
wheaten_terrier_162,wheaten_terrier,dog,train,0.306,0.5333333333333333,100,149,206,251,0.057664
Bengal_109,Bengal,cat,train,0.632,0.29790419161676646,231,12,401,187,0.1781437125748503
Sphynx_158,Sphynx,cat,train,0.372,0.342,89,77,283,265,0.145888
scottish_terrier_146,scottish_terrier,dog,train,0.552,0.3506666666666667,170,1,382,262,0.295104
Russian_Blue_176,Russian_Blue,cat,train,0.421,0.42133333333333334,135,74,286,242,0.135296
Siamese_113,Siamese,cat,train,0.336,0.296,84,19,252,203,0.164864
miniature_pinscher_130,miniature_pinscher,dog,train,0.5283333333333333,0.31777777777777777,122,27,195,116,0.09625185185185185
keeshond_131,keeshond,dog,train,0.404,0.27177177177177175,130,1,274,180,0.1548108108108108
Ragdoll_137,Ragdoll,cat,train,0.497,0.3455114822546973,127,27,370,304,0.2810480167014614
samoyed_107,samoyed,dog,train,0.469,0.36533333333333334,133,11,336,263,0.272832
Sphynx_133,Sphynx,cat,train,0.539039039039039,0.239,115,49,244,190,0.10924324324324325
Birman_162,Birman,cat,train,0.4505988023952096,0.276,45,49,256,227,0.22489820359281437
keeshond_139,keeshond,dog,train,0.514,0.388,181,46,333,245,0.16132266666666667
Birman_100,Birman,cat,train,0.393,0.31736526946107785,88,1,305,211,0.272874251497006
pug_159,pug,dog,train,0.5466666666666666,0.41333333333333333,102,40,226,146,0.1947259259259259
Birman_123,Birman,cat,train,0.596,0.4189189189189189,191,53,405,226,0.22235435435435436
miniature_pinscher_113,miniature_pinscher,dog,train,0.57,0.44,58,32,170,100,0.2538666666666667
chihuahua_159,chihuahua,dog,train,0.5366666666666666,0.23170731707317074,74,1,248,132,0.2647386759581882
Abyssinian_143,Abyssinian,cat,train,0.571,0.3036876355748373,160,20,411,260,0.26134490238611713
Egyptian_Mau_170,Egyptian_Mau,cat,train,0.8466666666666667,0.5335120643431636,314,136,448,262,0.10058981233243967
Sphynx_14,Sphynx,cat,train,0.554,0.3933933933933934,147,1,407,261,0.406006006006006
american_pit_bull_terrier_154,american_pit_bull_terrier,dog,train,0.4666666666666667,0.3561946902654867,111,39,169,122,0.07100294985250738
scottish_terrier_104,scottish_terrier,dog,train,0.290625,0.30972222222222223,92,34,187,189,0.08521412037037036
saint_bernard_146,saint_bernard,dog,train,0.201,0.284,49,63,152,150,0.047792
Russian_Blue_111,Russian_Blue,cat,train,0.652,0.2986666666666667,219,1,433,223,0.253376
Bengal_101,Bengal,cat,train,0.856,0.3758241758241758,358,101,498,241,0.08615384615384615
staffordshire_bull_terrier_128,staffordshire_bull_terrier,dog,train,0.44744744744744747,0.278,25,17,273,261,0.36343543543543544
Abyssinian_12,Abyssinian,cat,train,0.4552238805970149,0.273,94,83,211,190,0.07474029850746268
pug_132,pug,dog,train,0.69375,0.18166666666666667,105,3,228,106,0.17595833333333333
Ragdoll_141,Ragdoll,cat,train,0.55,0.299,31,21,299,278,0.4591733333333333
wheaten_terrier_150,wheaten_terrier,dog,train,0.268,0.336,51,49,217,203,0.13634133333333334
leonberger_131,leonberger,dog,train,0.514,0.4114114114114114,135,28,379,246,0.3194714714714715
leonberger_108,leonberger,dog,train,0.52,0.4491341991341991,25,4,495,411,0.8280952380952381
scottish_terrier_16,scottish_terrier,dog,train,0.681,0.4050925925925926,260,32,421,318,0.21317592592592594
great_pyrenees_120,great_pyrenees,dog,train,0.283,0.2840095465393795,47,33,236,205,0.1551694510739857
Persian_13,Persian,cat,train,0.566,0.36666666666666664,73,1,493,274,0.61152
newfoundland_145,newfoundland,dog,train,0.434,0.481981981981982,68,15,366,306,0.5208288288288289
Bombay_129,Bombay,cat,train,0.6198630136986302,0.25,176,33,367,262,0.16925547558238527
english_setter_157,english_setter,dog,train,0.588,0.5357142857142857,186,66,402,324,0.3061978021978022
Egyptian_Mau_150,Egyptian_Mau,cat,train,0.63125,0.25,129,23,174,67,0.04583333333333333
basset_hound_112,basset_hound,dog,train,0.5922459893048129,0.467,129,146,314,321,0.1731283422459893
pug_165,pug,dog,train,0.47333333333333333,0.43333333333333335,106,71,178,124,0.05653333333333333
Bombay_168,Bombay,cat,train,0.5,0.5413333333333333,196,136,304,270,0.077184
german_shorthaired_16,german_shorthaired,dog,train,0.487987987987988,0.297,99,98,226,199,0.07703903903903904
samoyed_146,samoyed,dog,train,0.271,0.2653333333333333,66,19,205,180,0.11935466666666666
Maine_Coon_169,Maine_Coon,cat,train,0.52,0.2968299711815562,162,4,358,202,0.2236772334293948
american_bulldog_117,american_bulldog,dog,train,0.4573333333333333,0.29,86,68,257,222,0.140448
american_bulldog_167,american_bulldog,dog,train,0.456,0.556,186,174,270,243,0.030912
Maine_Coon_19,Maine_Coon,cat,train,0.53,0.26322418136020154,218,58,312,151,0.04404030226700252
scottish_terrier_165,scottish_terrier,dog,train,0.459,0.35333333333333333,159,27,300,238,0.158672
leonberger_127,leonberger,dog,train,0.412,0.3976470588235294,25,24,387,314,0.4940235294117647
wheaten_terrier_146,wheaten_terrier,dog,train,0.562,0.46846846846846846,133,61,429,251,0.3377777777777778
chihuahua_109,chihuahua,dog,train,0.6083333333333333,0.24,114,1,251,107,0.21514074074074074
basset_hound_106,basset_hound,dog,train,0.495,0.469187675070028,203,118,292,217,0.04936134453781513
pug_141,pug,dog,train,0.5050167224080268,0.33705357142857145,81,21,221,130,0.22784280936454848
yorkshire_terrier_153,yorkshire_terrier,dog,train,0.7483333333333333,0.41530054644808745,168,1,281,151,0.3087431693989071
Egyptian_Mau_106,Egyptian_Mau,cat,train,0.7725,0.2,269,19,349,93,0.05285714285714286
staffordshire_bull_terrier_121,staffordshire_bull_terrier,dog,train,0.55,0.5093333333333333,148,47,402,335,0.390144
shiba_inu_106,shiba_inu,dog,train,0.481,0.3426666666666667,172,49,309,208,0.116176
staffordshire_bull_terrier_104,staffordshire_bull_terrier,dog,train,0.3108108108108108,0.266,35,62,172,204,0.11684084084084084
pug_104,pug,dog,train,0.481,0.3604060913705584,120,48,361,236,0.22998984771573605
leonberger_168,leonberger,dog,train,0.705,0.5373333333333333,287,140,418,263,0.085936
yorkshire_terrier_111,yorkshire_terrier,dog,train,0.512012012012012,0.231,108,59,233,172,0.08483483483483484
beagle_10,beagle,dog,train,0.537,0.49550898203592814,149,51,388,280,0.3277305389221557
wheaten_terrier_156,wheaten_terrier,dog,train,0.277,0.24,98,46,179,134,0.038016
yorkshire_terrier_118,yorkshire_terrier,dog,train,0.44583333333333336,0.2733333333333333,36,2,178,162,0.31555555555555553
newfoundland_158,newfoundland,dog,train,0.508,0.259,56,1,325,258,0.36870933333333333
Siamese_110,Siamese,cat,train,0.5453333333333333,0.171,102,1,307,170,0.18477333333333334
Siamese_140,Siamese,cat,train,0.7425068119891008,0.29,181,52,364,238,0.18549318801089917
saint_bernard_171,saint_bernard,dog,train,0.316,0.26082251082251084,43,25,273,216,0.19017316017316016
Bengal_122,Bengal,cat,train,0.223,0.3978978978978979,34,46,189,219,0.16105105105105105
pomeranian_157,pomeranian,dog,train,0.4725,0.23833333333333334,33,3,156,140,0.28085
keeshond_141,keeshond,dog,train,0.42,0.28,156,32,264,178,0.084096
Abyssinian_155,Abyssinian,cat,train,0.2332185886402754,0.3490566037735849,58,44,213,215,0.12296393892860623
boxer_162,boxer,dog,train,0.46625,0.294,124,92,249,202,0.06875
Abyssinian_169,Abyssinian,cat,train,0.495,0.35833333333333334,42,10,255,205,0.4615
Bengal_158,Bengal,cat,train,0.43333333333333335,0.14222222222222222,109,7,151,57,0.03111111111111111
pomeranian_123,pomeranian,dog,train,0.5,0.38222222222222224,87,22,213,150,0.23893333333333333
scottish_terrier_158,scottish_terrier,dog,train,0.48,0.515015015015015,145,63,335,280,0.24762762762762763
boxer_159,boxer,dog,train,0.624,0.4,200,30,424,238,0.27816119402985073
keeshond_118,keeshond,dog,train,0.537,0.487987987987988,167,10,370,315,0.3718618618618619
Russian_Blue_136,Russian_Blue,cat,train,0.189,0.4030732860520095,53,121,136,220,0.03885106382978724
great_pyrenees_17,great_pyrenees,dog,train,0.464,0.45045045045045046,125,57,339,243,0.23906306306306307
shiba_inu_117,shiba_inu,dog,train,0.485,0.2631578947368421,190,29,295,151,0.07491228070175439
leonberger_15,leonberger,dog,train,0.661,0.20772946859903382,276,41,385,131,0.04739130434782609
pug_142,pug,dog,train,0.5266666666666666,0.37777777777777777,81,20,235,150,0.2965925925925926
boxer_105,boxer,dog,train,0.601,0.45466666666666666,230,112,371,229,0.087984
Persian_114,Persian,cat,train,0.356,0.40774487471526194,81,80,275,278,0.174997722095672
Egyptian_Mau_15,Egyptian_Mau,cat,train,0.581,0.4251497005988024,243,93,338,191,0.055748502994011975
Egyptian_Mau_163,Egyptian_Mau,cat,train,0.319,0.22575757575757577,83,1,236,148,0.1363090909090909
Persian_135,Persian,cat,train,0.542,0.26420454545454547,158,3,384,183,0.23113636363636364
Bengal_123,Bengal,cat,train,0.506,0.5447761194029851,220,139,286,226,0.034280597014925376
wheaten_terrier_140,wheaten_terrier,dog,train,0.464,0.32666666666666666,111,6,353,239,0.30072533333333334
american_pit_bull_terrier_15,american_pit_bull_terrier,dog,train,0.552,0.327,148,101,266,226,0.07866666666666666
yorkshire_terrier_104,yorkshire_terrier,dog,train,0.579,0.375,206,47,373,202,0.15593373493975904
wheaten_terrier_15,wheaten_terrier,dog,train,0.533,0.34125,169,52,364,221,0.164775
german_shorthaired_151,german_shorthaired,dog,train,0.467,0.3153153153153153,182,54,285,156,0.0630990990990991
shiba_inu_156,shiba_inu,dog,train,0.5180180180180181,0.47,40,96,305,374,0.44246246246246246
Abyssinian_140,Abyssinian,cat,train,0.554,0.36186186186186187,231,87,323,154,0.03702102102102102
saint_bernard_150,saint_bernard,dog,train,0.518,0.4219219219219219,224,112,294,169,0.023963963963963966
staffordshire_bull_terrier_112,staffordshire_bull_terrier,dog,train,0.556,0.5066666666666667,105,52,451,328,0.509312
newfoundland_146,newfoundland,dog,train,0.64,0.266,168,64,312,202,0.105984
german_shorthaired_128,german_shorthaired,dog,train,0.7019867549668874,0.197,248,39,388,158,0.07355408388520972
beagle_124,beagle,dog,train,0.696,0.42492492492492495,229,29,467,254,0.3216216216216216
saint_bernard_142,saint_bernard,dog,train,0.398,0.7026666666666667,98,169,300,358,0.203616
British_Shorthair_120,British_Shorthair,cat,train,0.525,0.384,162,70,363,218,0.158656
shiba_inu_119,shiba_inu,dog,train,0.43993993993993996,0.274,39,1,254,273,0.35123123123123123
Sphynx_136,Sphynx,cat,train,0.591,0.44029850746268656,199,61,392,234,0.1993373134328358
saint_bernard_119,saint_bernard,dog,train,0.482,0.3843843843843844,203,96,279,160,0.029213213213213213
pomeranian_165,pomeranian,dog,train,0.3706896551724138,0.2747747747747748,62,7,153,115,0.15265610438024232
Bombay_131,Bombay,cat,train,0.5383333333333333,0.3839590443686007,79,14,244,211,0.3697952218430034
shiba_inu_162,shiba_inu,dog,train,0.836,0.4835820895522388,339,68,497,256,0.17733731343283582
great_pyrenees_134,great_pyrenees,dog,train,0.463,0.19734151329243355,133,1,330,192,0.15389366053169734
boxer_118,boxer,dog,train,0.341,0.36533333333333334,145,105,196,169,0.017408
shiba_inu_140,shiba_inu,dog,train,0.32,0.47215189873417723,89,110,231,263,0.11000506329113924
american_bulldog_113,american_bulldog,dog,train,0.614,0.39039039039039036,169,15,445,245,0.38126126126126125
pug_124,pug,dog,train,0.5044444444444445,0.3433333333333333,52,53,175,153,0.18222222222222223
Russian_Blue_152,Russian_Blue,cat,train,0.576,0.4069069069069069,160,6,416,265,0.3982222222222222
basset_hound_163,basset_hound,dog,train,0.514,0.43993993993993996,172,64,342,229,0.16846846846846847
keeshond_138,keeshond,dog,train,0.275,0.18266666666666667,48,19,227,118,0.094512
Persian_156,Persian,cat,train,0.5,0.158,76,10,257,148,0.150018018018018
Egyptian_Mau_164,Egyptian_Mau,cat,train,0.7678571428571429,0.2693452380952381,288,35,400,146,0.08258928571428571
saint_bernard_13,saint_bernard,dog,train,0.518,0.3333333333333333,180,46,338,204,0.13314133333333333
boxer_112,boxer,dog,train,0.571,0.37537537537537535,206,49,365,201,0.14515315315315316
Persian_11,Persian,cat,train,0.4706666666666667,0.301,10,1,343,300,0.531024
basset_hound_114,basset_hound,dog,train,0.615,0.5737951807228916,226,102,389,279,0.1738012048192771
english_cocker_spaniel_118,english_cocker_spaniel,dog,train,0.461,0.40391459074733094,157,46,304,181,0.1412455516014235
scottish_terrier_136,scottish_terrier,dog,train,0.387409200968523,0.407,60,68,260,339,0.2624697336561743
english_cocker_spaniel_123,english_cocker_spaniel,dog,train,0.3250620347394541,0.7218543046357616,26,147,236,289,0.24501667953921746
saint_bernard_103,saint_bernard,dog,train,0.564,0.405688622754491,163,10,401,261,0.3577125748502994
american_pit_bull_terrier_163,american_pit_bull_terrier,dog,train,0.22666666666666666,0.43777777777777777,5,38,131,159,0.22586666666666666
staffordshire_bull_terrier_137,staffordshire_bull_terrier,dog,train,0.682,0.38666666666666666,220,58,462,232,0.224576
samoyed_145,samoyed,dog,train,0.569,0.25866666666666666,206,24,363,170,0.12225066666666666
leonberger_101,leonberger,dog,train,0.355,0.496996996996997,133,127,222,204,0.04115915915915916
saint_bernard_128,saint_bernard,dog,train,0.377,0.5253333333333333,107,124,270,270,0.12692266666666666
Persian_175,Persian,cat,train,0.544,0.537,66,131,342,406,0.4048
pug_112,pug,dog,train,0.4264264264264264,0.231,76,58,208,173,0.09117117117117117
Egyptian_Mau_108,Egyptian_Mau,cat,train,0.42133333333333334,0.225,96,49,220,176,0.08398933333333333
german_shorthaired_160,german_shorthaired,dog,train,0.589,0.7,170,172,419,353,0.240368
Abyssinian_150,Abyssinian,cat,train,0.651,0.4462809917355372,160,17,491,307,0.528870523415978
Birman_130,Birman,cat,train,0.303,0.2819767441860465,75,23,228,171,0.13165116279069766
Bengal_139,Bengal,cat,train,0.39666666666666667,0.36666666666666664,35,1,203,164,0.4056888888888889
chihuahua_127,chihuahua,dog,train,0.6616666666666666,0.23777777777777778,155,1,242,106,0.13533333333333333
British_Shorthair_176,British_Shorthair,cat,train,0.416,0.4226666666666667,76,37,340,280,0.342144
keeshond_130,keeshond,dog,train,0.5180180180180181,0.247,72,35,273,212,0.21367567567567566
Bombay_138,Bombay,cat,train,0.4944994499449945,0.44,240,55,659,473,0.3211257792445911
wheaten_terrier_121,wheaten_terrier,dog,train,0.555,0.47897897897897895,84,19,471,300,0.6531351351351351
pug_145,pug,dog,train,0.6516666666666666,0.3422222222222222,102,1,289,153,0.4210962962962963
chihuahua_101,chihuahua,dog,train,0.609,0.21107784431137724,255,30,354,111,0.04801796407185629
wheaten_terrier_153,wheaten_terrier,dog,train,0.844,0.38266666666666665,376,79,468,208,0.063296
beagle_130,beagle,dog,train,0.253,0.6253333333333333,65,185,188,284,0.064944
Birman_144,Birman,cat,train,0.638,0.22933333333333333,252,27,386,145,0.08433066666666666
samoyed_160,samoyed,dog,train,0.783,0.26876876876876876,357,36,426,143,0.04434234234234234
scottish_terrier_113,scottish_terrier,dog,train,0.323,0.44666666666666666,50,41,273,294,0.30090133333333335
leonberger_129,leonberger,dog,train,0.5900900900900901,0.264,140,69,253,195,0.08551351351351351
chihuahua_144,chihuahua,dog,train,0.315,0.2826086956521739,53,17,136,113,0.11547826086956521
boxer_119,boxer,dog,train,0.487,0.4894894894894895,211,131,276,195,0.024984984984984984
pug_108,pug,dog,train,0.4706666666666667,0.431,91,150,262,281,0.119472
great_pyrenees_150,great_pyrenees,dog,train,0.46396396396396394,0.488,42,148,267,340,0.2594594594594595
japanese_chin_121,japanese_chin,dog,train,0.535,0.46407185628742514,148,69,387,241,0.2461556886227545
Persian_116,Persian,cat,train,0.5213333333333333,0.325,152,118,239,207,0.041296
yorkshire_terrier_165,yorkshire_terrier,dog,train,0.567,0.31466666666666665,172,5,395,231,0.2687893333333333
great_pyrenees_149,great_pyrenees,dog,train,0.501,0.3918918918918919,199,87,302,174,0.05381981981981982
leonberger_161,leonberger,dog,train,0.584,0.291,132,46,306,245,0.184672
Birman_152,Birman,cat,train,0.484,0.45132743362831856,113,39,371,267,0.3470442477876106
Russian_Blue_174,Russian_Blue,cat,train,0.501,0.3408408408408408,205,62,296,165,0.05629429429429429
British_Shorthair_119,British_Shorthair,cat,train,0.577,0.324,190,21,387,222,0.211184
english_cocker_spaniel_103,english_cocker_spaniel,dog,train,0.603,0.20603674540682415,235,2,368,155,0.10681889763779527
samoyed_13,samoyed,dog,train,0.6816816816816816,0.215,141,13,313,202,0.19524324324324324
newfoundland_11,newfoundland,dog,train,0.643,0.38133333333333336,246,72,397,214,0.11435733333333334
Maine_Coon_123,Maine_Coon,cat,train,0.348,0.36533333333333334,127,86,221,188,0.051136
miniature_pinscher_17,miniature_pinscher,dog,train,0.4894894894894895,0.497,103,199,223,298,0.07135135135135136
scottish_terrier_134,scottish_terrier,dog,train,0.34,0.315,40,9,232,306,0.28512
american_bulldog_148,american_bulldog,dog,train,0.483,0.5306666666666666,136,123,347,275,0.17105066666666666
Bombay_102,Bombay,cat,train,0.725,0.26222222222222225,190,27,245,91,0.052148148148148145
yorkshire_terrier_103,yorkshire_terrier,dog,train,0.6533742331288344,0.479,142,181,284,298,0.10192638036809816
Maine_Coon_170,Maine_Coon,cat,train,0.43596059113300495,0.312,33,13,321,299,0.4057536945812808
beagle_154,beagle,dog,train,0.4743975903614458,0.284,95,93,220,191,0.07379518072289157
miniature_pinscher_167,miniature_pinscher,dog,train,0.39111111111111113,0.17333333333333334,31,9,145,95,0.14524444444444445
pomeranian_117,pomeranian,dog,train,0.7372549019607844,0.22,140,4,236,128,0.1556078431372549
german_shorthaired_163,german_shorthaired,dog,train,0.3213213213213213,0.385,41,136,173,249,0.08958558558558559
Egyptian_Mau_111,Egyptian_Mau,cat,train,0.7322738386308069,0.4186046511627907,270,76,329,140,0.035784007126475996
Birman_122,Birman,cat,train,0.496,0.38772455089820357,144,27,352,232,0.2553293413173653
pomeranian_126,pomeranian,dog,train,0.4633333333333333,0.3977777777777778,109,53,169,126,0.06488888888888888
basset_hound_101,basset_hound,dog,train,0.32,0.5189504373177842,82,94,238,262,0.15281632653061225
saint_bernard_121,saint_bernard,dog,train,0.5026666666666667,0.184,99,11,278,173,0.154656
german_shorthaired_100,german_shorthaired,dog,train,0.323,0.2957957957957958,74,50,249,147,0.10195195195195195
Persian_104,Persian,cat,train,0.371,0.39457831325301207,82,45,289,217,0.21448192771084337
leonberger_110,leonberger,dog,train,0.548,0.4174174174174174,112,1,436,277,0.5370810810810811
wheaten_terrier_155,wheaten_terrier,dog,train,0.469,0.39066666666666666,167,81,302,212,0.09432
newfoundland_140,newfoundland,dog,train,0.664179104477612,0.277,175,90,270,187,0.05501492537313433
Egyptian_Mau_133,Egyptian_Mau,cat,train,0.28,0.13166666666666665,80,1,144,78,0.04106666666666667
shiba_inu_176,shiba_inu,dog,train,0.655,0.3858858858858859,187,1,468,256,0.43036036036036035
american_pit_bull_terrier_116,american_pit_bull_terrier,dog,train,0.54,0.4321608040201005,130,62,194,110,0.051457286432160805
yorkshire_terrier_142,yorkshire_terrier,dog,train,0.5266666666666666,0.4177777777777778,83,11,233,177,0.3688888888888889
keeshond_100,keeshond,dog,train,0.45121951219512196,0.356,67,50,266,306,0.27611924119241193
Siamese_106,Siamese,cat,train,0.455,0.37333333333333335,148,57,307,223,0.140768
British_Shorthair_111,British_Shorthair,cat,train,0.376,0.254,20,9,262,245,0.30459733333333333
Persian_107,Persian,cat,train,0.771,0.34701492537313433,287,48,484,231,0.1793582089552239
great_pyrenees_111,great_pyrenees,dog,train,0.397,0.3023952095808383,98,1,299,201,0.2407185628742515
Siamese_158,Siamese,cat,train,0.636,0.38133333333333336,183,13,453,273,0.3744
samoyed_102,samoyed,dog,train,0.256,0.3272058823529412,90,84,166,183,0.03688235294117647
keeshond_169,keeshond,dog,train,0.536,0.44133333333333336,165,13,371,318,0.33509333333333335
